drug_id,drug_name,drug_synonyms,status,type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,moa,radiochemical_method_description,radiochemical_yield,radiochemical_purity,specific_activity,created_at,updated_at
RDC02406,[64Cu]Cu-DOTA-M5A,64Cu-DOTA-M5A,Preclinical ,Diagnosis,25226518,10.1371/journal.pone.0106921,,,,,,"[64Cu]Cu-DOTA-M5A is a radiopharmaceutical that utilizes the radionuclide , targeting Carcinoembryonic Antigen (CEA) through the M5A humanized monoclonal antibody, intended for the PET diagnostic imaging of colorectal cancer and other CEA-positive solid tumors.",,,,,,
RDC02408,[64Cu]Cu-DOTA-Cys-diabody,64Cu-DOTA-Cys-diabody,Preclinical ,Diagnosis,14985534,10.1093/protein/gzh009,,,,,,"[64Cu]Cu-DOTA-Cys-diabody is a radiopharmaceutical that utilizes the radionuclide mediated by C-terminal cysteine (Cys) residues, targeting Carcinoembryonic Antigen (CEA) through a diabody fragment, intended for the PET diagnostic imaging of colorectal cancer and other CEA-positive solid tumors.",,,,,,
RDC02410,​​[111In]In-DOTA-BsAb,111In-DOTA-BsAb,Preclinical ,Diagnosis,23175797,10.1093/protein/gzs096,,,,,,"[111In]In-DOTA-BsAb is a radiopharmaceutical that utilizes the radionuclide Indium-111, targeting both Carcinoembryonic Antigen (CEA) and a hapten through a bispecific antibody (BsAb), intended for the pre-targeted SPECT diagnostic imaging of colorectal cancer and other CEA-positive solid tumors.",,,,,,
RDC02411,[177Lu]Lu-Tz-1,177Lu-Tz-1,Preclinical ,Treatment,31588245, 10.7150/thno.35461,O=C(CCCC(N([H])CCOCCOCCOCCNC(C[N@]12CC[N]3(CC(O4)=O)CC[N]5(CC[N@@](C6)7CC2)CC(O[177Lu+3]15374OC6=O)=O)=O)=O)NC8=CC=C(N=C8)C9=NN=C(N=N9)C%10=CC=CC=N%10,DSTR02411,,,,[177Lu]Lu-Tz-1 is a Lu-177-labeled tetrazine that binds to TCO-antibodies pre-targeted to CEA via click chemistry for the pre-targeted radioimmunotherapy of colorectal cancer and CEA-positive solid tumors.,,,,,,
RDC02412,[177Lu]Lu-Tz-2,177Lu-Tz-2,Preclinical ,Treatment,31588245, 10.7150/thno.35461,O=C(NC1=CC=C(C2=NN=C(C3=CC=CC=N3)N=N2)N=C1)CCCC(N(CCOCCOCCOCCOCCOCCOCCOCCNC(C[N@@]45CC[N@@]67CC(O[177Lu+3]6489%10[N@@](CC[N@@](CC5)8CC(O9)=O)(CC(O%10)=O)CC7)=O)=O)[H])=O,DSTR02412,,,,[177Lu]Lu-Tz-2 is a Lu-177-labeled tetrazine that binds to TCO-antibodies pre-targeted to CEA via click chemistry for the pre-targeted radioimmunotherapy of colorectal cancer and CEA-positive solid tumors.,,,,,,
RDC02413,[177Lu]Lu-Tz-3,177Lu-Tz-3,Preclinical ,Treatment,31588245, 10.7150/thno.35461,O=C(CCCC(N([H])CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(C[N@]12CC[N@]3(CC(O4)=O)CC[N]5(CC[N@@](C6)7CC2)CC(O[177Lu+3]15374OC6=O)=O)=O)=O)NC8=CC=C(N=C8)C9=NN=C(N=N9)C%10=CC=CC=N%10,DSTR02413,,,,[177Lu]Lu-Tz-3 is a Lu-177-labeled tetrazine that binds to TCO-antibodies pre-targeted to CEA via click chemistry for the pre-targeted radioimmunotherapy of colorectal cancer and CEA-positive solid tumors.,,,,,,
RDC02414,[177Lu]Lu-Tz-4,177Lu-Tz-4,Preclinical ,Treatment,31588245, 10.7150/thno.35461,O=C(NC1=CC=C(C2=NN=CN=N2)N=C1)CCCC(N(CCOCCOCCOCCOCCOCCOCCOCCNC(C[N@@]34CC[N@@]56CC(O[177Lu+3]53789[N@@](CC[N@@](CC4)7CC(O8)=O)(CC(O9)=O)CC6)=O)=O)[H])=O,DSTR02414,,,,[177Lu]Lu-Tz-4 is a Lu-177-labeled tetrazine that binds to TCO-antibodies pre-targeted to CEA via click chemistry for the pre-targeted radioimmunotherapy of colorectal cancer and CEA-positive solid tumors.,,,,,,
RDC02421,[89Zr]Zr-malDFO-GK1.5 cDb ,89Zr-malDFO-GK1.5 cDb ,Preclinical ,Diagnosis,25952734,10.2967/jnumed.114.153338,,,,,,"[89Zr]Zr-malDFO-GK1.5 cDb is a Zr-89-labeled radiopharmaceutical using malDFO chelation and the GK1.5 cDb fragment to target CD4, intended for PET diagnostic imaging of CD4+ T-cell infiltration in colorectal cancer and other solid tumors.",,,,,,
RDC02422,[68Ga]Ga-NODAGA-SNA006,68Ga-NODAGA-SNA006,Phase 1,Diagnosis,39653817,10.1007/s00259-024-06999-x,,,,,,"[68Ga]Ga-NODAGA-SNA006 is a Ga-68-labeled radiopharmaceutical and the SNA006 nanobody to target CD8, intended for PET diagnostic imaging of CD8+ T-cell distribution in colorectal cancer and other solid tumors.",,,,,,
RDC02423,[89Zr]Zr-DFO-REGN5054,89Zr-DFO-REGN5054,Preclinical ,Diagnosis,35895745,10.1158/2326-6066.CIR-21-0405,,,,,,"[89Zr]Zr-DFO-REGN5054 is a Zr-89-labeled radiopharmaceutical using DFO chelation and the REGN5054 antibody to target specific immune markers, intended for PET diagnostic imaging of the immune microenvironment in colorectal cancer and other solid tumors.",,,,,,
RDC02425,[89Zr]Zr-malDFO-169 cDb,89Zr-malDFO-169 cDb,Preclinical ,Diagnosis,26573799,10.1158/0008-5472.CAN-15-1707,,,,,,"[89Zr]Zr-malDFO-169 cDb is a Zr-89-labeled radiopharmaceutical using malDFO chelation and the 169 cDb fragment to target CD8, intended for PET diagnostic imaging of CD8+ T-cell distribution in colorectal cancer and other solid tumors.",,,,,,
RDC02426,[89Zr]Zr-IAB42M1-14,89Zr-IAB42M1-14,Preclinical ,Diagnosis,36266600,10.1007/s11307-022-01781-7,,,,,,"[89Zr]Zr-IAB42M1-14 is a Zr-89-labeled radiopharmaceutical  and the IAB42M1-14 antibody fragment to target CD8, intended for PET diagnostic imaging of CD8+ T-cell infiltration in colorectal cancer and other solid tumors.",,,,,,
RDC02427,[64Cu]Cu-NOTA-anti-CD8,[64Cu]Cu-NOTA-IAB22M2C,Preclinical ,Diagnosis,33495310,10.1158/1078-0432.CCR-20-3243,,,,,,"[64Cu]Cu-NOTA-anti-CD8 is a Cu-64-labeled radiopharmaceutical  and an anti-CD8 antibody to target CD8, intended for PET diagnostic imaging of CD8+ T-cell infiltration in colorectal cancer and other solid tumors.",,,,,,
RDC02428,[64Cu]Cu-NOTA-CD8a,64Cu-NOTA-CD8a,Preclinical ,Diagnosis,32086762,10.1007/s11307-020-01481-0,,,,,,"[64Cu]Cu-NOTA-CD8a is a radionuclide-labeled immuno-PET imaging tracer that utilizes  to conjugate the radionuclide 64Cu with a CD8α-targeting antibody fragment, enabling the non-invasive diagnostic visualization of CD8+ T cell infiltration and distribution via PET scan for the assessment of cancer immunotherapy.",,,,,,
RDC02429,[89Zr]Zr-ZED8,⁸⁹Zr-labeled CD8-specific monovalent antibody,Preclinical ,Diagnosis,31900688,10.1208/s12248-019-0392-0,,,,,,"[89Zr]Zr-ZED8 is a Zr-89-labeled radiopharmaceutical  and the ZED8 agent to target CD8, intended for PET diagnostic imaging of CD8+ T-cell distribution in colorectal cancer and other solid tumors.",,,,,,
RDC02430,[68Ga]Ga-NOTA-SNA006a,68Ga-labeled anti-CD8 nanobody,Preclinical ,Diagnosis,33563286,10.1186/s12951-021-00785-9,,,,,,"[68Ga]Ga-NOTA-SNA006a is a Ga-68-labeled radiopharmaceutical  and the SNA006a nanobody to target CD8, intended for PET diagnostic imaging of CD8+ T-cell infiltration in colorectal cancer and other solid tumors.",,,,,,
RDC02431,[89Zr]Zr-ZED88082A,89Zr-ZED88082A,Preclinical ,Diagnosis,36471036,10.1038/s41591-022-02084-8,,,,,,"[89Zr]Zr-ZED88082A is a Zr-89-labeled radiopharmaceutical  and the ZED88082A engineered antibody to target CD8, intended for PET diagnostic imaging of CD8+ T-cell infiltration in colorectal cancer and other solid tumors.",,,,,,
RDC02432,[89 Zr]Zr-DFO-LEM2/15,89Zr-DFO-LEM2/15,Preclinical ,Diagnosis,27462980,10.1371/journal.pone.0158634,,,,,,"[89Zr]Zr-DFO-LEM2/15 is a Zr-89-labeled radiopharmaceutical  and the LEM2/15 antibody to target MT1-MMP (MMP-14), intended for PET diagnostic imaging of matrix metalloproteinase expression in colorectal cancer and other solid tumors.",,,,,,
RDC02433,[68Ga]Ga-DOTA-AF7p,AF7p peptide,Preclinical ,Diagnosis,30224904,10.1155/2018/8382148,,,,,,"[68Ga]Ga-DOTA-AF7p is a Ga-68-labeled radiopharmaceutical  and the AF7p peptide to target CD8, intended for PET diagnostic imaging of CD8+ T-cell infiltration in colorectal cancer and other solid tumors.",,,,,,
RDC02436,[177Lu]Lu-Gemini,177Lu-Gemini,Preclinical ,Treatment,39168519,10.2967/jnumed.124.267685,O=C(CN1CCN(CC(O)=O)CCN(CC(N(CC1)CC(O)=O)CC2=CC=C(C=C2)NC(NCCOCCOCCOCCOCCNC(NC3=CC=C(C=C3)C[C@H]4[N@@]5(CC[N](CC[N@@](CC[N](C4)6CC(O7)=O)8CC(O9)=O)%10C%11)CC(O[177Lu+3]5%108967OC%11=O)=O)=S)=S)CC(O)=O)O,DSTR02436,,,,"[177Lu]Lu-Gemini is a Lu-177-labeled therapeutic radiopharmaceutical. It utilizes a specific peptide or small-molecule ligand to target overexpressed receptors on tumor cells, delivering ionizing beta particles to induce DNA damage, specifically designed for the targeted radionuclide therapy of colorectal cancer and other solid tumors.",,,,,,
RDC02439,[64Cu]Cu-NOTA-Acd40,64Cu-NOTA-Acd40,Preclinical ,Diagnosis,33962357,10.1016/j.nucmedbio.2021.04.001,,,,,,"[64Cu]Cu-NOTA-Acd40 is a diagnostic radiopharmaceutical consisting of the radionuclide 64Cu, used for PET imaging to diagnose pancreatic ductal adenocarcinoma and assess the immune microenvironment activation.",,,,,,
RDC02440,[211At]At-NpG-GGN4c,211At-NpG-GGN4c,Preclinical ,Treatment,39828865,10.1007/s00259-024-07056-3,N=C(NCCC[C@@H](NC([C@@H](CCC(O)=O)NC(CN1N=NC(COCC(C[211At])(CO)CO)=C1)=O)=O)C(NCC(NCC(N[C@H](C(N[C@H](CC(NCCCC[C@@H](C(N)=O)NC([C@H](CC2=CNC3=C2C=CC=C3)NC([C@@H](CCCNC(N)=N)NC4=O)=O)=O)=O)C(N[C@H](CC5=CN=CN5)C(N[C@@H]4CC6=CC=CC=C6)=O)=O)=O)CCCC)=O)=O)=O)N,DSTR02440,,,,"[211At]At-NpG-GGN4c is a targeted radiotherapeutic agent labeled with the alpha-emitting radionuclide Astatine-211 (211At) via a Non-phenotype Guided (NpG) strategy to target Connexin 43 (Cx43), specifically designed for the targeted alpha therapy of malignant gliomas and other solid tumors.",,,,,,
RDC02441,[177Lu]Lu-ABD ,177Lu-ABD ,Preclinical ,Treatment,40521192,10.7150/thno.107209,,,,,,"[177Lu]Lu-ABD is a radiotherapeutic agent labeled with the radionuclide Lutetium-177 (177Lu), incorporating an Albumin-Binding Domain (ABD) to extend blood circulation half-life and conjugated with targeting ligands to provide targeted radionuclide therapy for solid tumors such as prostate cancer.",,,,,,
RDC02442,[64Cu]Cu-NOTA-IMB16 ,64Cu-NOTA-IMB16 ,Preclinical ,Diagnosis,39688699,10.1007/s00259-024-07022-z,,,,,,"[64Cu]Cu-NOTA-IMB16 is a diagnostic radiopharmaceutical labeled with the radionuclide 64Cu , designed for the sensitive PET imaging diagnosis of tumor-associated fibroblasts in various solid tumors such as lung cancer.",,,,,,
RDC02443,[177Lu]Lu-DOTA-IMB16,177Lu-DOTA-IMB16,Preclinical ,Treatment,39688699,10.1007/s00259-024-07022-z,,,,,,"[177Lu]Lu-DOTA-IMB16 is a radiotherapeutic agent labeled with the radionuclide Lutetium-177 (177Lu)  to target fibroblast activation protein (FAP), designed to provide targeted radionuclide therapy by emitting beta particles against the stromal microenvironment in various solid tumors such as lung and pancreatic cancers.",,,,,,
RDC02444,[177Lu]Lu-DOTA-PEG4-Tz-TCO-PEG3-anti-CD25 Ab,177Lu-CD25 Ab,Preclinical ,Treatment,40408541,10.1021/acs.molpharmaceut.4c01410,,,,,,"[177Lu]Lu-DOTA-PEG4-Tz-TCO-PEG3-anti-CD25 Ab is a 177Lu-labeled radiotherapeutic agent , designed for the precision treatment of CD25-expressing diseases like adult T-cell leukemia.",,,,,,
RDC02445,[89Zr]Zr-DFO-AC-10,89Zr-DFO-AC-10,Preclinical ,Diagnosis,26514172,10.2967/jnumed.115.162735,,,,,,"[89Zr]Zr-DFO-AC-10 is an 89Zr-labeled radiopharmaceutical to target CD44v6 via the monoclonal antibody AC-10, designed for the diagnostic PET imaging of solid tumors such as head and neck squamous cell carcinoma.",,,,,,
RDC02446,[64Cu]Cu-NOTA-YY146,64Cu-NOTA-YY146,Preclinical ,Diagnosis,33475350,10.1021/acs.bioconjchem.0c00649,,,,,,"[64Cu]Cu-NOTA-YY146 is a 64Cu-labeled radiopharmaceutical to target CD146 via the antibody fragment YY146, designed for the diagnostic PET imaging of CD146-overexpressing malignancies such as melanoma.",,,,,,
RDC02449,[212Pb]Pb-TCMC-OI-3,212Pb-TCMC-OI-3,Preclinical ,Treatment,39472474,10.1038/s41598-024-76778-z,,,,,,"[212Pb]Pb-TCMC-OI-3 is a 212Pb-labeled radiotherapeutic agent using TCMC as a chelator to target glioma-associated antigens, designed for the targeted alpha therapy of malignant tumors such as glioblastoma multiforme.",,,,,,
RDC02450,[64Cu]Cu-NOTA-ABDB6,64Cu-NOTA-ABDB6,Preclinical ,Diagnosis,39699678,10.2967/jnumed.124.265003,,,,,,"[64Cu]Cu-NOTA-ABDB6 is a 64Cu-labeled radiopharmaceutical to conjugate an Albumin-Binding Domain (ABD) modified B6 peptide, designed for diagnostic PET imaging of TfR-overexpressing tumors such as gliomas.",,,,,,
RDC02451,[68Ga]Ga-CBP8,"68Ga-CBP8, 68Ga-CNBP",Preclinical ,Diagnosis,,10.7150/thno.101046,CC(CC(NC([C@H](NC(C(NC(C(NC(C(NC([C@@H]1CCCN12)=O)CC3=CNC=N3)=O)CC4=CNC=N4)=O)CC5=CC=C(O)C=C5)=O)CSSCC(NC(C(NC(C(NC(CNC(CCC(N6CCN(CCN(CC(O)=O)CC6)CC(O)=O)C(O)=O)=O)=O)CCCCNC(CNC(CCC([N]78CC[N@](CC[N@](CC7)9C%10)%11CC(O%12)=O)C(O[68Ga+3]8%11%129OC%10=O)=O)=O)=O)=O)CC%13=CNC%14=CC=CC=C%13%14)=O)C(N[C@H](C(NC(C(N[C@@H](CCCCNC(CCC(N%15CCN(CCN(CC%15)CC(O)=O)CC(O)=O)C(O)=O)=O)C(N[C@@H](CC%16=CC=CC=C%16)C2=O)=O)=O)[C@H](O)C)=O)C(O)C)=O)=O)C(N[C@H](CC%17=CC=C(O)C=C%17)C(NC(CC%18=CC=C(C=C%18)C%19=CC=CC=C%19)C(O)=O)=O)=O)C,DSTR02451,,,,"[68Ga]Ga-CBP8 is a 68Ga-labeled radiopharmaceutical that conjugates the collagen-binding peptide CBP8 to target collagen, designed for the diagnostic PET imaging of fibrotic diseases such as pulmonary or hepatic fibrosis.",,,,,,
RDC02452,[68Ga]Ga-NOTA-PFCM01,68Ga-NOTA-PFCM01,Preclinical ,Diagnosis,40632219,10.1007/s00259-025-07441-6,,,,,,"[68Ga]Ga-NOTA-PFCM01 is a 68Ga-labeled radiopharmaceutical  to conjugate a peptide targeting fibroblast activation protein (FAP), designed for the sensitive diagnostic PET imaging of the stromal microenvironment in solid tumors such as lung and pancreatic cancers.",,,,,,
RDC02453,[64Cu]Cu-NOTA-TSHR-Ab,64Cu-NOTA-TSHR-Ab,Preclinical ,Diagnosis,40403201,10.1021/acs.molpharmaceut.5c00325,,,,,,"[64Cu]Cu-NOTA-TSHR-Ab is a 64Cu-labeled radiopharmaceutical  to target thyroid-stimulating hormone receptors (TSHR), designed for the diagnostic PET imaging of TSHR-related conditions such as Graves' ophthalmopathy or thyroid cancer.",,,,,,
RDC02454,[89Zr]Zr-Df-YY146,89Zr-Df-YY146,Preclinical ,Diagnosis,33475350,10.1021/acs.bioconjchem.0c00649,,,,,,"[89Zr]Zr-Df-YY146 is an 89Zr-labeled radiopharmaceutical using to target CD146 via the antibody fragment YY146, designed for the diagnostic PET imaging of melanoma and highly vascularized solid tumors.",,,,,,
RDC02457,[64Cu]Cu-DOTA-TNYL-RAW,64Cu-DOTA-TNYL-RAW,Preclinical ,Diagnosis,39699678,10.2967/jnumed.110.081375,C[C@H]([C@@H](C(N[C@H](C(N[C@@H](CC1=CC=C(C=C1)O)C(N[C@H](C(NC(CC2=CC=CC=C2)C(NC(CO)C(N3C(C(NC(CC(N)=O)C(NCC(N4CCCC4C(NC(C(C)CC)C(NC(C)C(NC(CC5=CNC6=C5C=CC=C6)C(N)=O)=O)=O)=O)=O)=O)=O)CCC3)=O)=O)=O)CC(C)C)=O)=O)CC(N)=O)=O)NC(C[N@@]78CC[N]9(CC(O%10)=O)CC[N]%11(C%12)CC[N@@]%13(CC(O[64Cu+2]%13%1189%10OC%12=O)=O)CC7)=O)O,DSTR02457,,,,"[64Cu]Cu-DOTA-TNYL-RAW is a 64Cu-labeled radiopharmaceutical to conjugate the TNYL-RAW peptide to target EphB4 receptors, designed for the diagnostic PET imaging of EphB4-overexpressing solid tumors such as triple-negative breast cancer.",,,,,,
RDC02458,[64Cu]Cu-DOTA-Lys-hAb47,"64Cu-DOTA-hAb47, 64Cu-DOTA-hAb131",Preclinical ,Diagnosis,39699678,10.2967/jnumed.114.152885,,,,,,"[64Cu]Cu-DOTA-Lys-hAb47 is a 64Cu-labeled radiopharmaceutical to conjugate a lysine-modified humanized antibody hAb47 targeting Tissue Factor (TF), designed for the diagnostic PET imaging of TF-overexpressing solid tumors such as pancreatic cancer.",,,,,,
RDC02459,[64Cu]Cu-DOTA-Cys-hAb47,64Cu-DOTA-Cys-hAb47,Preclinical ,Diagnosis,39699678,10.2967/jnumed.114.152885,,,,,,"[64Cu]Cu-DOTA-Cys-hAb47 is a 64Cu-labeled radiopharmaceutical  to conjugate a cysteine-modified humanized antibody hAb47 targeting Tissue Factor (TF), designed for the precision PET imaging of TF-overexpressing solid tumors such as pancreatic cancer.",,,,,,
RDC02460,[64Cu]Cu-DOTA-Sug-hAb47,64Cu-DOTA-Sug-hAb47,Preclinical ,Diagnosis,39699678,10.2967/jnumed.114.152885,,,,,,"[64Cu]Cu-DOTA-Sug-hAb47 is a 64Cu-labeled radiopharmaceutical  to conjugate a site-specifically glycan-modified (Sugar) humanized antibody hAb47 targeting Tissue Factor (TF), designed for the precision PET imaging of TF-overexpressing tumors such as pancreatic cancer.",,,,,,
RDC02461,[64Cu]Cu-DOTA-Lys-hAb131,64Cu-DOTA-Lys-hAb131,Preclinical ,Diagnosis,39699678,10.2967/jnumed.114.152885,,,,,,"[64Cu]Cu-DOTA-Lys-hAb131 is a 64Cu-labeled radiopharmaceutical  to conjugate a lysine-modified humanized antibody hAb131 targeting Tissue Factor (TF), designed for the diagnostic PET imaging of solid tumors such as lung and pancreatic cancers.",,,,,,
RDC02462,[99mTc]Tc-P149-QY,99mTc-P149-QY,Preclinical ,Diagnosis,,10.1007/s10967-007-6980-y,,,,,,"[99mTc]Tc-P149-QY is a 99mTc-labeled radiopharmaceutical using a peptide ligand P149-QY to target glucagon-like peptide-1 receptors (GLP-1R), designed for the diagnostic SPECT imaging of insulinomas, pancreatic β-cell mass in diabetes, or the localization of gastroenteropancreatic neuroendocrine tumors.",,,,,,
RDC02463,[99mTc]Tc-HYNIC-P149-QY,"99mTc-labeled P149-QY peptide, HYNIC-P149-QY",Preclinical ,Diagnosis,,10.1007/s10967-007-6980-y,,,,,,"[99mTc]Tc-HYNIC-P149-QY is a 99mTc-labeled SPECT agent targeting GLP-1R via a HYNIC-conjugated peptide, designed for the diagnostic imaging of insulinomas or pancreatic β-cell function.",,,,,,
RDC02464,[99mTc]Tc-HYNIC-PEG4-EPH-3,99mTc-HYNIC-PEG4-EPH-3,Preclinical ,Diagnosis,38154255,10.1016/j.ejmech.2023.116105,C[C@H]([C@@H](C(N[C@H](CO)C(N[C@H](C(N1[C@H](C(N)=O)CC(C1)O)=O)CCC(O)=O)=O)=O)CC([C@@H]2CC(O)CN2C([C@H](CC3=CC=C(C=C3)O)NC(CCOCCOCCOCCOCCNC(C4=CC=C(N=C4)NN[99Tc]567(OCC(N6CC(O7)=O)CO5)=O)=O)=O)=O)=O)O,DSTR02464,,,,"[99mTc]Tc-HYNIC-PEG4-EPH-3 is a 99mTc-labeled SPECT agent targeting EphB4 receptors via a HYNIC/PEG4-modified peptide, designed for the diagnostic imaging of solid tumors like breast cancer.",,,,,,
RDC02465,[68Ga]Ga-AJ201,68Ga-AJ201,Preclinical ,Diagnosis,40225586,10.7150/thno.106948,CC(C[C@@H](NC([C@@H]1CCCN1C([C@@H](NC([C@H](NC([C@@H](NC([C@@H]2CC(O)CN2C([C@@H](NC(C(NC([C@@H](CCCCNC(N)=N)NC([C@@H](C)NC(CNC(CN(C)C(CN(C)C(CN(C)C([C@H](CCCNC(N)=N)NC(CNC(CCOCCOCCNC(C[N]34CC[N@@]5(C6)CC[N]7(CC4)CC(O[68Ga+3]573OC6=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)CC(O)=O)=O)CSCCC8=O)=O)=O)CC(C)C)=O)C(C)C)=O)CC(N)=O)=O)=O)C(NC(CSCCC([N@]9C[N@@]8C[N@](C(CCSC[C@H](NC%10=O)C(N)=O)=O)C9)=O)C(NC(C(N[C@H](C(N%11CCC[C@H]%11C(N[C@@H](C(N[C@H](C(N[C@H]%10CCCNC(N)=N)=O)CC%12=CNC%13=C%12C=CC=C%13)=O)CC(O)=O)=O)=O)CC%14=CNC=N%14)=O)CC(C)C)=O)=O)C,DSTR02465,,,,"[68Ga]Ga-AJ201 is a 68Ga-labeled PET tracer targeting albumin, designed for blood-pool imaging or assessing cardiovascular function and tumor vascular permeability.",,,,,,
RDC02466,[225Ac]Ac-AJ210,225Ac-AJ210,Preclinical ,Treatment,40225586,10.7150/thno.106948,,,,,,"[225Ac]Ac-AJ210 is a 225Ac-labeled alpha-emitting radiotherapeutic agent targeting FAP, designed for targeted alpha therapy (TAT) of solid tumors such as lung and pancreatic cancers.",,,,,,
RDC02467,[18F]Al-NOTA-ETN,Al18F-NOTA-ETN,Preclinical ,Diagnosis,37908059,10.1021/acs.jmedchem.3c01135,CC(C)C[C@H](C(NC(C(NC(CC(C)C)C(N[C@@H](CC1=CNC=N1)C(N2CCC[C@H]2C(N[C@H](CC(O)=O)C(N[C@@H](CC3=CNC4=C3C=CC=C4)C(N[C@H]5CCCNC(N)=N)=O)=O)=O)=O)=O)=O)CSCCC([N@@]6C[N@]7C[N@](C6)C(CCSC[C@@H](C(N)=O)NC5=O)=O)=O)=O)NC([C@@H]8CCCN8C([C@H](CC(N)=O)NC([C@@H](C(C)C)NC([C@H](CC(C)C)NC([C@@H]9CC(CN9C([C@H](CSCCC7=O)NC(C[N@@]%10%11CC[N@@]%12(C%13)CC[N]%14(CC%11)CC(O[18F+2]%12%10%14OC%13=O)=O)=O)=O)O)=O)=O)=O)=O)=O,DSTR02467,,,,"[68Ga]Ga-NOTA-ETN is a 68Ga-labeled PET tracer  to conjugate an endothelin (ET) receptor-targeting ligand, designed for the diagnostic imaging of pulmonary hypertension or ET receptor-overexpressing tumors.",,,,,,
RDC02468,[89Zr]Zr-EphA2 mAb,89Zr-EphA2 mAb,Preclinical ,Diagnosis,39934299,10.1007/s00259-025-07139-9,,,,,,"[89Zr]Zr-EphA2 mAb is an 89Zr-labeled radiopharmaceutical using a monoclonal antibody to target EphA2 receptors, designed for the diagnostic PET imaging of EphA2-overexpressing tumors such as glioblastoma and prostate cancer.",,,,,,
RDC02469,[177Lu]Lu-EphA2 mAb,177Lu-EphA2 mAb,Preclinical ,Treatment,39934299,10.1007/s00259-025-07139-9,,,,,,"[177Lu]Lu-EphA2 mAb is a 177Lu-labeled radiotherapeutic agent using a monoclonal antibody to target EphA2, designed for the targeted radionuclide therapy of EphA2-overexpressing solid tumors like glioblastoma via beta emission.",,,,,,
RDC02470,[68Ga]Ga-DOTA-SD01,68Ga-DOTA-SD01,Preclinical ,Diagnosis,38646723,10.1039/d4dt00837e,OC([C@@H](NC(C(NC([C@](CCSC)(C)NC(C1CCCN1C([C@H](NC(C(NC([C@@H](CC(C2CCCN2C(C(NC3=O)CC4=CC=C(C=C4)O)=O)=O)CC(O)=O)=O)CO)=O)C(C)C)=O)=O)=O)CCSC)=O)CNCCCC[C@H]3NC(C(NC([C@@H](NC(C(NC(C[N@@]56CC[N]78CC(O[68Ga+3]759%10%11[N](CC(O9)=O)(CC[N](CC6)%10CC(O%11)=O)CC8)=O)=O)CC%12=CC=C(C=C%12)O)=O)CO)=O)C)=O)=O,DSTR02470,,,,[68Ga]Ga-DOTA-SD01 is a radiopharmaceutical consisting of the radionuclide 68Ga that targets SSTR (somatostatin receptors) for the PET/CT diagnosis of neuroendocrine tumors (NETs).,,,,,,
RDC02471,[68Ga]Ga-DOTA-YSA,68Ga-DOTA-YSA,Preclinical ,Diagnosis,38646723,10.1039/d4dt00837e,OC([C@H](CO)NC(C(CCSC)NC([C@](NC(C1CCCN1C([C@@H](C(C)C)NC(C(CO)NC([C@H](CC(O)=O)CC(C2CCCN2C([C@H](CC3=CC=C(O)C=C3)NC(C(C)NC([C@H](CO)NC(C(CC4=CC=C(O)C=C4)NC(C[N]56CC[N@@]7(C8)CC[N]9(CC(O%10)=O)CC[N@@]%11(CC(O[68Ga+3]796%10%11OC8=O)=O)CC5)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)(CCSC)C)=O)=O)=O,DSTR02471,,,,"[68Ga]Ga-DOTA-YSA is a radiopharmaceutical consisting of the radionuclide 68Ga  that targets EphA2 (Ephrin type-A receptor 2) for the PET/CT diagnosis of various malignancies, such as prostate cancer and melanoma.",,,,,,
RDC02472,[64Cu]Cu-NOTA-anti-EphA2-CD11b-BsAb,64Cu-NOTA-anti-EphA2-CD11b-BsAb,Preclinical ,Diagnosis,40434019,10.1021/acs.bioconjchem.5c00070,,,,,,Anti-EphA2-CD11b-BsAb is a bispecific antibody that simultaneously targets EphA2 on tumor cells and CD11b on immune cells to enhance anti-tumor immune responses for the treatment of solid tumors such as lung cancer or glioma.,,,,,,
RDC02473,[68Ga]Ga-DOTA-PACAP,68Ga-DOTA-PACAP,Preclinical ,Diagnosis,26844850,10.1089/cbr.2015.1947,,,,,,[68Ga]Ga-DOTA-PACAP is a radiopharmaceutical consisting of the radionuclide 68Ga  that targets PAC1 receptors for the PET/CT diagnosis of solid tumors such as neuroendocrine tumors or pancreatic cancer.,,,,,,
RDC02474,[68Ga]Ga-NODAGA-PACAP,68Ga-NODAGA-PACAP,Preclinical ,Diagnosis,26844850,10.1089/cbr.2015.1947,,,,,,[68Ga]Ga-NODAGA-PACAP is a radiopharmaceutical consisting of the radionuclide 68Ga  that targets PAC1 receptors for the PET/CT diagnosis of solid tumors such as neuroendocrine tumors or pancreatic cancer.,,,,,,
