reference_id,title,journal,publication_date,volume,issue,pages,doi,pmid,url,notes,created_at,updated_at
RE00499,68Ga-DOTA-D-Alanine-BoroPro Radiotracer for Imaging of the Fibroblast Activation Protein in Malignant and Non-Malignant Diseases,Pharmaceutics,2024-04-12,16,4,532,10.3390/pharmaceutics16040532,38675193,https://doi.org/10.3390/pharmaceutics16040532,,,
RE00500,Preclinical Evaluation of a Radiotheranostic Single-Domain Antibody Against Fibroblast Activation Protein α,J Nucl Med,2023-12-01,64,12,1941-1948,10.2967/jnumed.123.266381,38040444,https://doi.org/10.2967/jnumed.123.266381,,,
RE00501,"Design, Synthesis, and Preclinical Evaluation of 89Zr/177Lu-FAPI-Tz: A Potential Theranostic Pair Targeting Fibroblast Activation Protein",Bioconjug Chem,2025-08-20,36,8,1865-1875,10.1021/acs.bioconjchem.5c00369,40787781,https://doi.org/10.1021/acs.bioconjchem.5c00369,,,
RE00502,Immuno-PET Imaging of CD93 Expression with 64Cu-Radiolabeled NOTA-mCD93 ([64Cu]Cu-NOTA-mCD93) and Insulin-Like Growth Factor Binding Protein 7 ([64Cu]Cu-NOTA-IGFBP7),Mol Pharm,2024-12-02,21,12,6411-6422,10.1021/acs.molpharmaceut.4c00983,39533706,https://doi.org/10.1021/acs.molpharmaceut.4c00983,,,
RE00503,"Design, preclinical evaluation, and first-in-human PET study of [68Ga]Ga-PSFA-01: a PSMA/FAP heterobivalent tracer",Eur J Nucl Med Mol Imaging,2025-02-01,52,3,1166-1176,10.1007/s00259-024-06965-7,39520516,https://doi.org/10.1007/s00259-024-06965-7,,,
RE00504,"Pharmacokinetics study of FT-FAPI, a novel multi-nuclide label-able FAP targeting tracer, in mice and healthy volunteers",Eur J Nucl Med Mol Imaging,2025-11-01,52,13,4939-4951,10.1007/s00259-025-07362-4,40423776,https://doi.org/10.1007/s00259-025-07362-4,,,
RE00505,Molecular Evolution of Multivalent OncoFAP Derivatives with Enhanced Tumor Uptake and Prolonged Tumor Retention,J Med Chem,2024-08-08,67,15,13392-13408,10.1021/acs.jmedchem.4c01295,39079004,https://doi.org/10.1021/acs.jmedchem.4c01295,,,
RE00506,Efficient α and β- radionuclide therapy targeting fibroblast activation protein-α in an aggressive preclinical mouse tumour model,Eur J Nucl Med Mol Imaging,2025-01-01,52,2,444-457,10.1007/s00259-024-06914-4,39237746,https://doi.org/10.1007/s00259-024-06914-4,,,
RE00507,"Preclinical Development of PNT6555, a Boronic Acid-Based, Fibroblast Activation Protein-α (FAP)-Targeted Radiotheranostic for Imaging and Treatment of FAP-Positive Tumors",J Nucl Med,2024-01-02,65,1,100-108,10.2967/jnumed.123.266345,38050111,https://doi.org/10.2967/jnumed.123.266345,,,
RE00508,68Ga-MY6349 PET/CT imaging to assess Trop2 expression in multiple types of cancer,J Clin Invest,2024-11-07,135,1,e185408,10.1172/JCI185408,39509246,https://doi.org/10.1172/jci185408,,,
RE00509,Theranostic application of 64Cu/177Lu-labeled anti-Trop2 monoclonal antibody in pancreatic cancer tumor models,Eur J Nucl Med Mol Imaging,2022-12-01,50,1,168-183,10.1007/s00259-022-05954-y,36063202,https://doi.org/10.1007/s00259-022-05954-y,,,
RE00510,ImmunoPET imaging of Trop2 expression in triple-negative breast cancer using [64Cu]Cu-NOTA-Trodelvy-F(ab')2,Eur J Nucl Med Mol Imaging,2025-07-01,52,9,3223-3237,10.1007/s00259-025-07167-5,39994021,https://doi.org/10.1007/s00259-025-07167-5,,,
RE00511,Development of [89Zr]DFO-elotuzumab for immunoPET imaging of CS1 in multiple myeloma,Eur J Nucl Med Mol Imaging,2021-05-01,48,5,1302-1311,10.1007/s00259-020-05097-y,33179150,https://doi.org/10.1007/s00259-020-05097-y,,,
RE00512,[89Zr]Zr-DFO-Trodelvy immunoPET for noninvasive Trop2 imaging in bladder cancer,Am J Nucl Med Mol Imaging,2025-06-25,15,3,87-96,10.62347/KKEE6954,40688533,https://doi.org/10.62347/kkee6954,,,
RE00513,177Lu-Labeled Antibody-Drug Conjugate: A Dual-Mechanistic Treatment Modality in Solid Tumors,Mol Cancer Ther,2025-06-04,24,6,907-919, 10.1158/1535-7163.MCT-24-0254,40051166,https://doi.org/10.1158/1535-7163.mct-24-0254,,,
RE00514,Theranostic Targeting of CUB Domain-Containing Protein 1 (CDCP1) in Multiple Subtypes of Bladder Cancer,Clin Cancer Res,2023-04-03,29,7,1232-1242,10.1158/1078-0422.CCR-22-1973,36648492,https://doi.org/10.1158/1078-0432.ccr-22-1973,,,
RE00515,Imaging of prostate cancer with immuno-PET and immuno-SPECT using a radiolabeled anti-EGP-1 monoclonal antibody,J Nucl Med,2011-10-01,52,10,1601-7,10.2967/jnumed.110.086520,21865288,https://doi.org/10.2967/jnumed.110.086520,,,
RE00516,ImmunoPET imaging of Trop2 in patients with solid tumours,EMBO Mol Med,2024-05-01,16,5,1143-1161,10.1038/s44321-024-00059-5,38565806,https://doi.org/10.1038/s44321-024-00059-5,,,
RE00517,[68Ga]Ga-NOTA-T4 ImmunoPET imaging for evaluating TROP2 expression in patients with solid tumors,Eur J Nucl Med Mol Imaging,2025-10-01,52,12,4547-4557,10.1007/s00259-025-07326-8,40342104,https://doi.org/10.1007/s00259-025-07326-8,,,
RE00518,[99mTc]Tc-MY6349 Probe for Trop2-Targeted SPECT Imaging: From Preclinical to Pilot Clinical Study,J Nucl Med,2025-04-01,66,4,543-551,10.2967/jnumed.124.268564,39947911,https://doi.org/10.2967/jnumed.124.268564,,,
RE00519,Immuno-PET/CT Imaging of Trop2 with [18F]AlF-RESCA-T4 Differentiates Lung Cancer from Inflammation, Nucl Med,2024-12-03,65,12,1904-1910,10.2967/jnumed.124.268751,39542697,https://doi.org/10.2967/jnumed.124.268751,,,
RE00520,ImmunoPET Imaging of Trop2 Expression in Bladder Cancer Using [64Cu]Cu-NOTA-Trodelvy,Mol Pharm,2025-04-07,22,4,2266-2275,10.1021/acs.molpharmaceut.5c00069,40059341,https://doi.org/10.1021/acs.molpharmaceut.5c00069,,,
RE00521,Abstracts from the 20th European symposium on radiopharmacy and radiopharmaceuticals,EJNMMI Radiopharm Chem,2023-06-15,8,Suppl 1,11,10.1186/s41181-023-00193-4,37318633,https://doi.org/10.1186/s41181-023-00193-4,,,
RE00522,Preclinical evaluation of the theranostic potential of 89Zr/177Lu-labeled anti-TROP-2 antibody in triple-negative breast cancer model,EJNMMI Radiopharm Chem,2024-01-09,9,1,5,10.1186/s41181-023-00235-x,38194043,https://doi.org/10.1186/s41181-023-00235-x,,,
RE00523,ImmunoPET of trophoblast cell-surface antigen 2 (Trop-2) expression in pancreatic cancer,Eur J Nucl Med Mol Imaging,2022-02-01,49,3,861-870,10.1007/s00259-021-05563-1,34519889,https://doi.org/10.1007/s00259-021-05563-1,,,
RE00524,Pretargeted immunoPET of prostate cancer with an anti-TROP-2 x anti-HSG bispecific antibody in mice with PC3 xenografts,Mol Imaging Biol,2015-02-01,17,1,94-101,10.1007/s11307-014-0772-x,25060065,https://doi.org/10.1007/s11307-014-0772-x,,,
RE00525,Tissue Factor-Targeted ImmunoPET Imaging and Radioimmunotherapy of Anaplastic Thyroid Cancer,Adv Sci (Weinh),2020-05-17,7,13,1903595,10.1002/advs.201903595,32670751,https://doi.org/10.1002/advs.201903595,,,
RE00526,Pretargeted dual-modality immuno-SPECT and near-infrared fluorescence imaging for image-guided surgery of prostate cancer,Cancer Res,2014-11-01,74,21,6216-23,10.1158/0008-5472.CAN-14-0594,25252911,https://doi.org/10.1158/0008-5472.can-14-0594,,,
RE00527,A comparison of the imaging characteristics and microregional distribution of 4 hypoxia PET tracers,J Nucl Med,2014-03-01,55,3,515-21,10.2967/jnumed.113.126615,24491409,https://doi.org/10.2967/jnumed.113.126615,,,
RE00528,New peptide receptor radionuclide therapy of invasive cancer cells: in vivo studies using 177Lu-DOTA-AE105 targeting uPAR in human colorectal cancer xenografts,Nucl Med Biol,2012-10-01,39,7,962-9,10.1016/j.nucmedbio.2012.05.007,22739362,https://doi.org/10.1016/j.nucmedbio.2012.05.007,,,
RE00529,Preclinical evaluation of zirconium-89 labeled anti-Trop2 antibody-drug conjugate (Trodelvy) for imaging in gastric cancer and triple-negative breast cancer,Eur J Nucl Med Mol Imaging,2025-06-01,52,7,2369-2383,10.1007/s00259-025-07106-4,39878898,https://doi.org/10.1007/s00259-025-07106-4,,,
RE00530,[89Zr]Zr-DFO-Trodelvy immunoPET for noninvasive Trop2 imaging in bladder cancer,Am J Nucl Med Mol Imaging,2025-06-25,15,3,87-96,10.62347/KKEE6954,40688533,https://doi.org/10.62347/kkee6954,,,
RE00531,ImmunoPET imaging of Trop2 expression in triple-negative breast cancer using [64Cu]Cu-NOTA-Trodelvy-F(ab')2,Eur J Nucl Med Mol Imaging,2025-07-01,52,9,3223-3237,10.1007/s00259-025-07167-5,39994021,https://doi.org/10.1007/s00259-025-07167-5,,,
RE00532,Development of a [89Zr]Zr-labeled Human Antibody using a Novel Phage-displayed Human scFv Library,Clin Cancer Res,2024-04-01,30,7,1293-1306,10.1158/1078-0432.CCR-23-3647,38277241,https://doi.org/10.1158/1078-0432.ccr-23-3647,,,
RE00533,"Imaging with [89Zr]Zr-DFO-SC16.56 anti-DLL3 antibody in patients with high-grade neuroendocrine tumours of the lung and prostate: a phase 1/2, first-in-human trial",Lancet Oncol,2024-08-01,25,8,1015-1024,10.1016/S1470-2045(24)00249-3,38950555,https://doi.org/10.1016/s1470-2045(24)00249-3,,,
RE00534,Synthesis and Comparative In Vivo Evaluation of Site-Specifically Labeled Radioimmunoconjugates for DLL3-Targeted ImmunoPET,Bioconjug Chem,2021-07-21,32,7,1255-1262,10.1021/acs.bioconjchem.1c00121,33835770,https://doi.org/10.1021/acs.bioconjchem.1c00121,,,
RE00535,Noninvasive evaluation of PD-L1 expression using Copper 64 labeled peptide WL12 by micro-PET imaging in Chinese hamster ovary cell tumor model,Bioorg Med Chem Lett,2021-05-15,40,,127901,10.1016/j.bmcl.2021.127901,33705912,https://doi.org/10.1016/j.bmcl.2021.127901,,,
RE00536,Whole-body PET tracking of a d-dodecapeptide and its radiotheranostic potential for PD-L1 overexpressing tumors,Acta Pharm Sin B,2022-03-01,12,3,1363-1376,10.1016/j.apsb.2021.09.016,35530129,https://doi.org/10.1016/j.apsb.2021.09.016,,,
RE00537,Determining the Multivalent Effects of d-Peptide-Based Radiotracers,Chem Biomed Imaging,2025-01-30,30,3,180-190,10.1021/cbmi.4c00071,40151821,https://doi.org/10.1021/cbmi.4c00071,,,
RE00538,89Zr-atezolizumab imaging as a non-invasive approach to assess clinical response to PD-L1 blockade in cancer,Nat Med,2018-12-01,24,12,1852-1858,10.1038/s41591-018-0255-8,30478423,https://doi.org/10.1038/s41591-018-0255-8,,,
RE00539,[89Zr]-Atezolizumab-PET Imaging Reveals Longitudinal Alterations in PDL1 during Therapy in TNBC Preclinical Models,Cancers (Basel),2023-05-11,15,10,2708,10.3390/cancers15102708,37345044,https://doi.org/10.3390/cancers15102708,,,
RE00540,PD-L1 detection using 89Zr-atezolizumab immuno-PET in renal cell carcinoma tumorgrafts from a patient with favorable nivolumab response,J Immunother Cancer,2019-06-03,7,1,144,10.1186/s40425-019-0607-z,31155004,https://doi.org/10.1186/s40425-019-0607-z,,,
RE00541,Radiosynthesis and preclinical PET evaluation of 89Zr-nivolumab (BMS-936558) in healthy non-human primates,Bioorg Med Chem,2017-10-15,25,20,5407-5414,10.1016/j.bmc.2017.07.066,28803798,https://doi.org/10.1016/j.bmc.2017.07.066,,,
RE00542,Preclinical immunoPET/CT imaging using Zr-89-labeled anti-PD-L1 monoclonal antibody for assessing radiation-induced PD-L1 upregulation in head and neck cancer and melanoma,Oncoimmunology,2017-05-19,6,7,e1329071,10.1080/2162402X.2017.1329071,28811971,https://doi.org/10.1080/2162402x.2017.1329071,,,
RE00543,Preclinical Pharmacokinetics and Dosimetry of an 89Zr Labelled Anti-PDL1 in an Orthotopic Lung Cancer Murine Model,Front Med (Lausanne),2022-01-31,8,,741855,10.3389/fmed.2021.741855,35174180,https://doi.org/10.3389/fmed.2021.741855,,,
RE00544,Rapid PD-L1 detection in tumors with PET using a highly specific peptide,Biochem Biophys Res Commun,2017-01-29,483,1,258-263,10.1016/j.bbrc.2016.12.156,28025143,https://doi.org/10.1016/j.bbrc.2016.12.156,,,
RE00545,Synthesis and preclinical evaluation of small molecule-based radiotracers for PET imaging of PD-L1 expression and dynamics,Eur J Nucl Med Mol Imaging,2025-09-01,52,11,4112-4124,10.1007/s00259-025-07290-3,40263208,https://doi.org/10.1007/s00259-025-07290-3,,,
RE00546,Immuno-PET imaging of 68Ga-labeled nanobody Nb109 for dynamic monitoring the PD-L1 expression in cancers,Cancer Immunol Immunother,2021-06-01,70,6,1721-1733,10.1007/s00262-020-02818-y,33386467,https://doi.org/10.1007/s00262-020-02818-y,,,
RE00547,Immuno-PET imaging of PD-L1 expression in patient-derived lung cancer xenografts with [68Ga]Ga-NOTA-Nb109,Quant Imaging Med Surg,2022-06-01,12,6,3300-3313,10.21037/qims-21-991,35655844,https://doi.org/10.21037/qims-21-991,,,
RE00548,A preclinical study: correlation between PD-L1 PET imaging and the prediction of therapy efficacy of MC38 tumor with 68Ga-labeled PD-L1 targeted nanobody,Aging (Albany NY),2021-04-27,13,9,13006-13022,10.18632/aging.202775 (from journal),33910164,https://doi.org/10.18632/aging.202981,,,
RE00549,PET Imaging of Tumor PD-L1 Expression with a Highly Specific Nonblocking Single-Domain Antibody,J Nucl Med,2020-01-01,61,1,117-122,10.2967/jnumed.119.226712,31253743,https://doi.org/10.2967/jnumed.119.226712,,,
RE00550,Synthesis and biological evaluation of Al[18F]-NOTA-IPB-PDL1P as a molecular probe for PET imaging of PD-L1 positive tumors,Bioorg Chem,2022-05-01,122,,105682,10.1016/j.bioorg.2022.105682,35278777,https://doi.org/10.1016/j.bioorg.2022.105682,,,
RE00551,Sulfonamide derivative targeting carbonic anhydrase IX as a nuclear imaging probe for colorectal cancer detection in vivo,Oncotarget,2015-11-03,6,34,36139-55,"10.18632/oncotarget.5335
",26447758,https://doi.org/10.18632/oncotarget.5684,,,
RE00552,A novel 111indium-labeled dual carbonic anhydrase 9-targeted probe as a potential SPECT imaging radiotracer for detection of hypoxic colorectal cancer cells,Eur J Pharm Biopharm,2021-11-01,168,,38-52,"10.1016/j.ejpb.2021.08.004
",34450241,https://doi.org/10.1016/j.ejpb.2021.08.004,,,
RE00553,"First-in-Human Safety, Imaging, and Dosimetry of a Carbonic Anhydrase IX-Targeting Peptide, [68Ga]Ga-DPI-4452, in Patients with Clear Cell Renal Cell Carcinoma",J Nucl Med,2024-02-22,65,5,740-743, 10.2967/jnumed.123.267175,38388517,https://doi.org/10.2967/jnumed.123.267175,,,
RE00554,Evaluation of PET/CT imaging with [89Zr]Zr-DFO-girentuximab: a phase 1 clinical study in Japanese patients with renal cell carcinoma (Zirdac-JP),Jpn J Clin Oncol,2024-08-14,54,8,873-879,10.1093/jjco/hyae075,38864246,https://doi.org/10.1093/jjco/hyae075,,,
RE00555,Optimizing lutetium 177-anti-carbonic anhydrase IX radioimmunotherapy in an intraperitoneal clear cell renal cell carcinoma xenograft model,Mol Imaging,2014-01-01,13,,,10.2310/7290.2014.00008,24824962,https://doi.org/10.2310/7290.2014.00008,,,
RE00556,Phase 1 radioimmunotherapy study with lutetium 177-labeled anti-carbonic anhydrase IX monoclonal antibody girentuximab in patients with advanced renal cell carcinoma,Eur Urol,2013-09-01,64,3,478-85,10.1016/j.eururo.2012.08.024,22980441,https://doi.org/10.1016/j.eururo.2012.08.024,,,
RE00557,A cutting-edge 68Ga-labeled bicyclic peptide PET molecular probe for noninvasive assessment of Nectin4 expression,Bioorganic chemistry,2024-08-28,152,,107745,10.1016/j.bioorg.2024.107745,39213795,https://doi.org/10.1016/j.bioorg.2024.107745,,,
RE00558,Azirconium-89-labeled antibody-drug conjugate PET probe for noninvasive monitoring of Nectin4 expression in breast cancer and lung cancer,Cell reports Physical Science,2025-08-20,6,8,102723,10.1016/j.xcrp.2025.102723,41551852,https://doi.org/10.1016/j.xcrp.2025.102723,,,
RE00559,ImmunoPET Imaging of Nectin4 Expression in Gastric and Bladder Cancer Using [64Cu]Cu-NOTA-Padcev,Molecular pharmaceutics,2025-05-08,22,6,3468-3478,10.1021/acs.molpharmaceut.5c00469,40338113,https://pubs.acs.org/doi/10.1021/acs.molpharmaceut.5c00469,,,
RE00560,First-in-Human Study of the Radioligand 68Ga-N188 Targeting Nectin-4 for PET/CT Imaging of Advanced Urothelial Carcinoma,Clinical cancer research : an official journal of the American Association for Cancer Research,2023-09-01,29,17,3395-3407,10.1158/1078-0432.CCR-23-0609,37093191,https://doi.org/10.1158/1078-0432.CCR-23-0609,,,
RE00561,Translational PET Imaging of Nectin-4 Expression in Multiple Different Cancers with 68Ga-N188.,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine ",2024-05-06,65,1,,10.2967/jnumed.123.266830,38719240,https://jnm.snmjournals.org/content/65/Supplement_1/12S,,,
RE00562,Pilot Study of Nectin-4-Targeted PET Imaging Agent 68Ga-FZ-NR-1 in Triple-Negative Breast Cancer from Bench to First-in-Human,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",2025-03-03,66,3,473-479,10.2967/jnumed.124.269024,39947908,https://jnm.snmjournals.org/content/66/3/473,,,
RE00563,Preclinical Evaluation of an Anti-Nectin-4 ImmunoPET Reagent in Tumor-Bearing Mice and Biodistribution Studies in Cynomolgus Monkeys,Molecular imaging and biology ,2016-04-27,18,5,768-75,10.1007/s11307-016-0953-x,27122234,https://link.springer.com/article/10.1007/s11307-016-0953-x,,,
