activity_id,drug_id,pmid,doi,clinical_trial_number,indication,patients,frequency,dosage,clinical_endpoint,endpoint_period,purpose,results_description,efficacy_description,security_indicators,adverse_events_summary,created_at,updated_at
HU0333,RDC01639,25853014,10.1186/s13550-015-0082-6,UMIN000004170,HER2-positive breast cancer,"The study enrolled five female patients with HER2-positive breast cancer and brain metastases.The median age was 59 years (range 54-75).All patients had invasive ductal carcinoma, and four were IHC 3+, while one was IHC 2+/FISH+.",Single administration,130 MBq,,,Imaging capability,"PET clearly visualized all brain metastases >1 cm in five patients.The tumor-to-normal brain ratio rose from 6.7 at 24 h to 9.8 at 48 h, yielding good contrast.⁶⁴Cu‑DOTA‑trastuzumab PET detected brain metastases in all cases, indicating trastuzumab crosses the BBB.",,,,,
HU0334,RDC01835,24665085,10.2967/jnumed.113.131243,NCT01216033,"Imaging of HER2 expression in metastatic breast cancer to determine HER2 status noninvasively, for selecting patients for HER2-targeted therapy.","Seven female patients with metastatic breast cancer; mean age 61.3 years (range 46-70). Five had HER2-positive primary tumors, two had HER2-negative primary tumors.",,142.6 MBq,,,Optimal imaging time,High-contrast HER2 images within 4-24h,,,,,
HU0335,RDC01835,24665085,10.2967/jnumed.113.131243,NCT01216033,"Imaging of HER2 expression in metastatic breast cancer to determine HER2 status noninvasively, for selecting patients for HER2-targeted therapy.","Seven female patients with metastatic breast cancer; mean age 61.3 years (range 46-70). Five had HER2-positive primary tumors, two had HER2-negative primary tumors.",,142.6 MBq,,,Optimal imaging time,"24h/4h uptake ratio accurately discriminated HER2-positive from HER2-negative metastases, confirmed by biopsy.",,,,,
HU0336,RDC01835,24665085,10.2967/jnumed.113.131243,NCT01216033,"Imaging of HER2 expression in metastatic breast cancer to determine HER2 status noninvasively, for selecting patients for HER2-targeted therapy.","Seven female patients with metastatic breast cancer; mean age 61.3 years (range 46-70). Five had HER2-positive primary tumors, two had HER2-negative primary tumors.",,142.6 MBq,,,Safety,"No drug-related adverse events, no clinically significant changes in lab values or vital signs, and no anti-ABY-025 antibody formation.",,,Safe and well-tolerated,,
HU0337,RDC01639,24029656,10.2967/jnumed.112.118612,,Breast cancer,six female patients with histologically confirmed HER2-positive breast cancer,,126 ± 8 MBq,,,Safety,The study demonstrated that 64Cu-DOTA-trastuzumab was safe with no drug-related adverse events.,,"adverse events, vital signs (blood pressure, temperature, respiratory rate), physical examination findings, electrocardiogram (ECG) parameters, and laboratory parameters (e.g., blood counts, liver and kidney function).",,,
HU0338,RDC01639,24029656,10.2967/jnumed.112.118612,,Breast cancer,six female patients with histologically confirmed HER2-positive breast cancer,,126 ± 8 MBq,,,Imaging capability,"Imaging efficacy was shown by successful visualization of HER2-positive breast tumors and brain metastases, confirming the probe's targeting and accumulation in HER2-expressing lesions.",,,,,
HU0339,RDC01639,24029656,10.2967/jnumed.112.118612,,Breast cancer,six female patients with histologically confirmed HER2-positive breast cancer,,126 ± 8 MBq,,,Optimal imaging time,48 hours,,,,,
HU0340,RDC01639,28637802,10.2967/jnumed.117.193888,,Metastatic Breast Cancer,"18 women with MBC (11 HER2+, 7 HER2-)",Single administration,364-551 MBq (mean 464 MBq) + 45 mg trastuzumab (16/18),,,Safety,No significant toxicity reported.,,,No significant toxicity reported.,,
HU0341,RDC01639,28637802,10.2967/jnumed.117.193888,,Metastatic Breast Cancer,"18 women with MBC (11 HER2+, 7 HER2-)",Single administration,364-551 MBq (mean 464 MBq) + 45 mg trastuzumab (16/18),,,Median SUVmax,Day 1: 6.6  g/mL ; Day 2: 6.8  g/mL .  Uptake increased from Day 1 to Day 2. No significant toxicity reported.,,,No significant toxicity reported.,,
HU0342,RDC01639,28637802,10.2967/jnumed.117.193888,,Metastatic Breast Cancer,"18 women with MBC (11 HER2+, 7 HER2-)",Single administration,364-551 MBq (mean 464 MBq) + 45 mg trastuzumab (16/18),,,Median SUVmax,Day 1: 3.7  g/mL ; Day 2: 4.3  g/mL . Uptake increased from Day 1 to Day 2. No significant toxicity reported.,,,No significant toxicity reported.,,
HU0343,RDC01853,39626289,10.1097/RLU.000000000005535,NCT06194565,Breast Cancer,36 patients suspected of primary breast cancer,Single administration,,,,Safety,No adverse effects observed,,,,,
HU0344,RDC01853,39626289,10.1097/RLU.000000000005535,NCT06194565,Breast Cancer,36 patients suspected of primary breast cancer,Single administration,,,,Imaging capability,"Sensitivity 92.86%, Specificity 72.22%, Accuracy 81.25%",,,,,
HU0345,RDC01858,36129494,10.1007/s00259-022-05967-7,,Breast Cancer,6 patients with breast Cancer,,1.85–3.7 MBq/kg,,,SUVmax,SUVmax 3.62 ± 1.56 vs 1.41 ± 0.41,"Among 10 HER2-positive patients, [¹⁸F]-FDG showed intense uptake, with an SUVmax of 10.72±7.41 at 2 hours post-injection.[¹⁸F]AlF-RESCA-MIRC213 also exhibited high uptake at the same sites and time point (SUVmax 3.62±1.56).",,No adverse reactions,,
HU0346,RDC01858,36129494,10.1007/s00259-022-05967-7,,Breast Cancer,6 patients with breast Cancer,,1.85–3.7 MBq/kg,,,Safety,No clinically detectable adverse pharmacological reactions or significant changes in vital signs were observed during the study.,,,No adverse reactions,,
HU0347,RDC01858,36129494,10.1007/s00259-022-05967-7,,Breast Cancer,6 patients with breast Cancer,,1.85–3.7 MBq/kg,,,Biodistribution,"SUVmax values of 2.42±0.65, 2.31±0.44, 5.01±0.36, 4.92±1.10, 19.18±6.12, 27.67±5.18, and 7.59±2.46 were observed in the lacrimal glands, parotid glands, submandibular glands, thyroid, gallbladder, kidneys, and liver, respectively, all showing high uptake.Uptake was low in the brain, intestines, and myocardium, with SUVmax values of 0.11±0.05, 1.95±0.45, and 1.35±0.90, respectively.",,,No adverse reactions,,
HU0348,RDC01858,36129494,10.1007/s00259-022-05967-7,,Breast Cancer,6 patients with breast Cancer,,1.85–3.7 MBq/kg,,,Average effective dose,1.56 × 10−2 mSv/MBq,,,No adverse reactions,,
HU0349,RDC01726,38675107,10.3390/pharmaceutics16040445,NCT05412446,Breast Cancer,20 patients with metastatic axillary lymph nodes,Single administration,,,,Imaging capability,"Analysis of the parameters associated with metastatic axillary lymph nodes demonstrated the best discrimination of HER2-positive and HER2-negative lesions when using the SUVmax of mALNs with an AUC of 0.97 (95% CI of 0.89 to 1.00), sensitivity of 91.67% and specificity of 100% with a cut off value > 4.22",,,,,
HU0350,RDC01726,38675107,10.3390/pharmaceutics16040445,NCT05412446,Breast Cancer,20 patients with metastatic axillary lymph nodes,Single administration,,,,Imaging capability,"In model building, the SUVmax of the primary tumour demonstrated the best performance with an AUC of 1.00 (95% CI of 1.00 to 1.00), sensitivity of 100% and specificity of 100% with a cut off value > 5.36",,,,,
HU0351,RDC01726,38675107,10.3390/pharmaceutics16040445,NCT05412446,Breast Cancer,20 patients with metastatic axillary lymph nodes,Single administration,,,,Lesion-to-background ratios,"Tumour-to-liver, tumour-to-LDM and tumour-to-spleen ratios in mALNs with HER2 overexpression were 2.8 ± 1.3, 27.3 ± 28.0, and 6.7 ± 2.9, respectively. Tumour-to-liver, tumour-to-LDM and tumour-to-spleen ratios in HER2-negative nodes were 0.9 ± 0.4. 6.7 ± 2.9 and 1.8 ± 0.9, respectively. All three parameters were much higher in patients with HER2-positive patients (p < 0.003, Mann–Whitney test)",,,,,
HU0352,RDC01726,38675107,10.3390/pharmaceutics16040445,NCT05412446,Breast Cancer,20 patients with metastatic axillary lymph nodes,Single administration,,,,Lesion-to-background ratios,"SUVmax (Supplementary Table S2) was significantly higher in HER2-positive primary breast tumours (8.8 ± 2.7) compared to HER2-negative tumours (3.5 ± 1.4) (p < 0.0001, Mann–Whitney test). The difference in the tumour-to-contralateral ratio between HER2-positive (17.7 ± 9.54) and HER2-negative tumours (6.6 ± 2.7) was also significant (p = 0.0007, Mann–Whitney test)",,,,,
HU0353,RDC01835,28261749,10.1007/s00259-017-3650-3,NCT01216033,Breast cancer metastases,23 women (7 with SPECT),Single imaging,150 MBq,,,Imaging capability,Spleen T/R accurately discriminates HER2-positive and negative metastases.,,,,,
HU0354,RDC01719,28261749,10.1007/s00259-017-3650-3,NCT01858116,Breast cancer metastases,23 women (16 with PET),Single imaging,212 ± 46 MBq,,,Biodistribution,"Spleen was the best reference tissue across modalities, followed by blood pool and lung.",,,,,
HU0355,RDC01719,28261749,10.1007/s00259-017-3650-3,NCT01858116,Breast cancer metastases,23 women (16 with PET),Single imaging,212 ± 46 MBq,,,Lesion detection,It reached an accuracy of 100% for discriminating IHC HER2-positive and negative metastases at 4 h (PET) and 24 h (SPECT) after injection.,,,,,
HU0356,RDC01631,27813145,10.1002/ijc.30500,,Metastatic breast cancer,"Ten female breast cancer patients (mean age 52, range 30–62; Karnofsky score ≥60) were enrolled, including 6 HER2-positive and 4 HER2-negative cases, with no severe illness or heart disease; they received 185–444 MBq/5 mg Lu-177-trastuzumab plus 25 mg cold trastuzumab intravenously, followed by imaging and safety assessments.",Single administration,185–444 MBq/5 mg + 25 mg cold trastuzumab,,,Specificity,"Patient studies confirmed ¹⁷⁷Lu‑trastuzumab localized to primary and metastatic HER2-positive lesions on planar and tomographic/CT images.No uptake was seen in HER2-negative patients, indicating high conjugate specificity.",,,,,
HU0357,RDC01719,32201920,10.1186/s13550-020-0603-9,NCT03655353,Metastatic breast cancer,16 patients (12 HER2+ 4 HER2-）,Single administration,241 ± 49 MBq,,,Correlation between HER2 expression and the standard histopathological criteria of relevant tumor biopsies.,⁶⁸Ga‑ABY‑025 PET showed high test–retest reliability. Dynamic parametric imaging enables accurate assessment of metastatic HER2 expression.,,,,,
HU0358,RDC01639,24337604,10.2967/jnumed.113.122630,NCT01805908,Metastatic breast cancer,"Eight women with biopsy-confirmed HER2-positive metastatic breast cancer (median age 56, range 39–75) were enrolled",Single administration,364-512 MBq,,,Lesion detection,Sensitivity 89% at 48 h,,,,,
HU0359,RDC01950,20707718,10.1089/cbr.2010.0783,,Metastatic breast cancer,"Eight patients with HER2-overexpressing breast cancer (age range 34–65 years) were enrolled, with 7 having known metastatic lesions",Single administration,5 mCi,,,To estimate the safety,no adverse side-effects were observed,,111In-MxDTPA-trastuzumab was well tolerated with no adverse side-effects.,,,
HU0360,RDC01950,20707718,10.1089/cbr.2010.0783,,Metastatic breast cancer,"Eight patients with HER2-overexpressing breast cancer (age range 34–65 years) were enrolled, with 7 having known metastatic lesions",Single administration,5 mCi,Lesion detection,,"To evaluate the performance of the radiopharmaceutical in lesion detection, and to assess its ability to identify and localize tumor lesions.",3 of 7 patients with known lesions demonstrated positive imaging on nuclear scans.,,,,,
HU0361,RDC02069,36428467,10.3390/biomedicines10112899,NCT02931929,Advanced Gastrointestinal Mesenchymal Stromal Tumor (GIST),Nine patients with advanced gastrointestinal stromal tumors (GIST),Single administration,127-250 MBq (average 181.6 ± 33.6 MBq),Qualitative and quantitative assessment of ⁶⁸Ga‑NeoBOMB1 uptake in known GIST lesions.,SUVmax= 6.6,,All PET-positive lesions (n=17) showed a median SUVmax of 6.6 (range 1.0 to 53.8) over time.,,,No adverse reactions occurred.,,
HU0362,RDC02069,36428467,10.3390/biomedicines10112899,NCT02931929,Advanced Gastrointestinal Mesenchymal Stromal Tumor (GIST),Nine patients with advanced gastrointestinal stromal tumors (GIST),Single administration,127-250 MBq (average 181.6 ± 33.6 MBq),Covariates of Tumor PET Uptake,,,"When analyzing all lesions, no significant correlation between CT contrast-enhancement and SUVmax (0.58 ± 0.34, R2 0.07, p = 0.100) was observed",,,No adverse reactions occurred.,,
HU0363,RDC02075,39598482,10.3390/pharmaceutics16111358,,Metastatic prostate cancer (mCRPC and mCSPC),11 patients with metastatic prostate cancer,,740 MBq,Lesion detection,,"To evaluate the performance of the radiopharmaceutical in lesion detection, and to assess its ability to identify and localize tumor lesions.","Of 178 CT-detected lesions, 162 were identified by both ¹⁸F-PSMA-1007 PET and [⁹⁹ᵐTc]Tc-iPSMA-BN SPECT, which showed higher TBR values and more hilar lymph node lesions in 3 patients, suggesting a pattern of more aggressive long-term disease.",,,,,
HU0364,RDC02075,39598482,10.3390/pharmaceutics16111358,,Metastatic prostate cancer (mCRPC and mCSPC),"Six healthy volunteers: three males (aged 29, 34, and 36 years) and three females (aged 30, 33, and 37 years), with no known medical conditions.",,740 MBq,Safety,,To estimate the safety,"Healthy volunteers reported mild, grade 1 adverse events (metallic taste, warmth in the injected arm, nausea) within 10 minutes post-injection if they had eaten before the study, while those who fasted showed no such symptoms, per CTCAE criteria.",,,All these were grade 1 adverse reactions according to the Common Terminology Criteria for Adverse Events (CTCAE),,
HU0365,RDC02072,35890071,10.3390/ph15070772,,Metastatic prostate cancer (mCRPC and mCSPC),Nine patients with histopathologically confirmed ER+/PR+/HER2‑negative breast cancer prior to enrollment.,,,Safety,,To estimate the safety,"No changes were observed in hematology, biochemistry, or coagulation profiles from baseline to 1 hour post-injection.",,Hematological parameters and biochemical indicators,"No adverse events, or changes in vital signs or electrocardiography, were reported.",,
HU0366,RDC02072,35890071,10.3390/ph15070772,,Metastatic prostate cancer (mCRPC and mCSPC),Nine patients with histopathologically confirmed ER+/PR+/HER2‑negative breast cancer prior to enrollment.,,,Whole-body effective dose,0.0095 mSv/MBq,"To assess the whole-body effective dose and estimate radiation exposure in patients, thereby evaluating the safety and dosimetric profile of the radiopharmaceutical.",,,,,,
HU0367,RDC02072,35890071,10.3390/ph15070772,,Metastatic prostate cancer (mCRPC and mCSPC),Nine patients with histopathologically confirmed ER+/PR+/HER2‑negative breast cancer prior to enrollment.,,200 MBq,Whole-body effective dose,1.9 mSv,"To assess the whole-body effective dose and estimate radiation exposure in patients, thereby evaluating the safety and dosimetric profile of the radiopharmaceutical.",,,,,,
HU0368,RDC02072,35890071,10.3390/ph15070772,,Metastatic prostate cancer (mCRPC and mCSPC),Nine patients with histopathologically confirmed ER+/PR+/HER2‑negative breast cancer prior to enrollment.,,,Biodistribution,,To evaluate human biodistribution,"The pancreas showed the highest uptake with good 24-hour clearance, and radiation doses to bone marrow and kidneys were acceptable compared with other PET agents.",,,,,
HU0369,RDC02072,35890071,10.3390/ph15070772,,Metastatic prostate cancer (mCRPC and mCSPC),Nine patients with histopathologically confirmed ER+/PR+/HER2‑negative breast cancer prior to enrollment.,,,,,Lesion detection,"All seven patients were positive on conventional imaging; five showed [64Cu]Cu-SAR-BBN uptake consistent with disease, two were [64Cu]Cu-SAR-BBN-negative but FDG-positive, and one was [64Cu]Cu-SAR-BBN-positive but FDG-negative.",,,,,
HU0370,RDC02072,35890071,10.3390/ph15070772,,Metastatic prostate cancer (mCRPC and mCSPC),Nine patients with histopathologically confirmed ER+/PR+/HER2‑negative breast cancer prior to enrollment.,,,,,Lesion detection,The mean number of lesions detected by [⁶⁴Cu]Cu-SAR-BBN was higher than that by FDG (49 lesions for BBN vs. 9 lesions for FDG).,,,,,
HU0371,RDC02074,36811661,10.1007/s00259-023-06142-2,,Prostate cancer,"207 cases enrolled, 125 diagnosed with prostate cancer",Single administration,109.89–198.32 MBq,,,Lesion detection,"[68 Ga] Ga-RM26 has higher sensitivity to low-risk tumors (GS=6), but its expression in BPH leads to low specificity, limiting its standalone application.",,,,,
