study_id,drug_id,pmid,doi,created_at,updated_at
BIO02487,RDC01443,39745526,10.1007/s00259-024-07046-5,,
BIO02488,RDC01444,40675754,10.2967/jnumed.125.270069,,
BIO02490,RDC01445,39985618,10.1007/s00259-025-07140-2,,
BIO02491,RDC01447,40534678,10.1021/acsptsci.4c00685,,
BIO02492,RDC01448,40938807,10.1021/acs.molpharmaceut.5c01019,,
BIO02494,RDC01452,38423784,10.2967/jnumed.123.267043,,
BIO02495,RDC01453,38751647,/10.1021/acsptsci.4c00070,,
BIO02496,RDC01453,38751647,/10.1021/acsptsci.4c00070,,
BIO02497,RDC01454,38751647,/10.1021/acsptsci.4c00070,,
BIO02498,RDC01455,38751647,/10.1021/acsptsci.4c00070,,
BIO02499,RDC01458,38751647,/10.1021/acsptsci.4c00070,,
BIO02500,RDC01459,37992229,10.1021/acs.molpharmaceut.3c00787,,
BIO04800,RDC01459,37992229,10.1021/acs.molpharmaceut.3c00787,,
BIO02501,RDC01460,37992229,10.1021/acs.molpharmaceut.3c00787,,
BIO04801,RDC01460,37992229,10.1021/acs.molpharmaceut.3c00787,,
BIO02502,RDC01462,37670407,10.1021/acs.jmedchem.3c01294,,
BIO04802,RDC01462,37670407,10.1021/acs.jmedchem.3c01294,,
BIO04803,RDC01463,37670407,10.1021/acs.jmedchem.3c01294,,
BIO02503,RDC01463,37670407,10.1021/acs.jmedchem.3c01294,,
BIO02505,RDC01465,37068305,10.1021/acs.molpharmaceut.2c01066,,
BIO02506,RDC01466,37068305,10.1021/acs.molpharmaceut.2c01066,,
BIO02507,RDC01467,37068305,10.1021/acs.molpharmaceut.2c01066,,
BIO02508,RDC01559,36696174,10.1021/acs.molpharmaceut.2c01101,,
BIO02509,RDC01560,36696174,10.1021/acs.molpharmaceut.2c01101,,
BIO02510,RDC01561,36696174,10.1021/acs.molpharmaceut.2c01101,,
BIO02511,RDC01562,36696174,10.1021/acs.molpharmaceut.2c01101,,
BIO02512,RDC01563,36696174,10.1021/acs.molpharmaceut.2c01101,,
BIO02513,RDC01468,37708404,10.1021/acs.jmedchem.3c01475,,
BIO02514,RDC01469,37914790,10.1038/s41598-023-43429-8,,
BIO02515,RDC01469,37914790,10.1038/s41598-023-43429-8,,
BIO02516,RDC01470,37348571,10.1016/j.bmcl.2023.129382,,
BIO02517,RDC01471,37348571,10.1016/j.bmcl.2023.129382,,
BIO02518,RDC01472,37908059,10.1021/acs.jmedchem.3c01135,,
BIO02519,RDC01472,37908059,10.1021/acs.jmedchem.3c01135,,
BIO02520,RDC01472,37908059,10.1021/acs.jmedchem.3c01135,,
BIO02521,RDC01472,37908059,10.1021/acs.jmedchem.3c01135,,
BIO02522,RDC01473,37442604,10.2967/jnumed.123.265524,,
BIO02523,RDC01475,37442604,10.2967/jnumed.123.265524,,
BIO02524,RDC01476,37241763,10.3390/molecules28104022 ,,
BIO02525,RDC01477,37241763,10.3390/molecules28104022 ,,
BIO02526,RDC01478,37097443,10.1007/s00259-023-06229-w,,
BIO02527,RDC01481,36645586,10.1186/s13550-022-00942-7,,
BIO02528,RDC01482,37882848,10.1007/s00259-023-06474-z,,
BIO02529,RDC01483,37882848,10.1007/s00259-023-06474-z,,
BIO02530,RDC01484,37882848,10.1007/s00259-023-06474-z,,
BIO02531,RDC01485,37882848,10.1007/s00259-023-06474-z,,
BIO02535,RDC01492, 37630410,10.3390/molecules28166158,,
BIO02536,RDC01493, 37630410,10.3390/molecules28166158,,
BIO02537,RDC01494, 37630410,10.3390/molecules28166158,,
BIO02538,RDC01495, 37630410,10.3390/molecules28166158,,
BIO02539,RDC01496, 37630410,10.3390/molecules28166158,,
BIO02540,RDC01498,37298374,10.3390/ijms24119420 ,,
BIO02541,RDC01501,37201957,10.2967/jnumed.122.265355,,
BIO02542,RDC01503,35631684,10.3390/pharmaceutics14051098,,
EF01267,RDC01267,12679407,,,
EF01268,RDC01228,12679407,,,
EF01269,RDC01269,12679407,,,
EF01274,RDC01279,11280760,,,
EF01275,RDC01302,20047017,10.2174/1874471010902010009,,
EF01276,RDC01302,20047017,10.2174/1874471010902010009,,
EF01277,RDC01302,20047017,10.2174/1874471010902010009,,
EF01279,RDC01307,25613537,10.2967/jnumed.114.147181,,
EF01280,RDC01339,39614820,10.1021/acs.molpharmaceut.4c00974,,
EF01281,RDC01569,36015144,10.3390/ph15080996,,
EF01282,RDC01383,28638478, 10.7150/thno.18719,,
EF01283,RDC01384,28638478, 10.7150/thno.18719,,
EF01284,RDC01392,27230930,10.2967/jnumed.116.174300,,
EF01285,RDC01399,29684274,10.1021/acs.molpharmaceut.8b00152,,
EF01286,RDC01400,29684274,10.1021/acs.molpharmaceut.8b00152,,
EF01287,RDC01362,31134301,10.1007/s00259-019-04345-0,,
EF01289,RDC01436,40358362,10.1021/acs.jmedchem.5c00370,,
EF01290,RDC01438,40358362,10.1021/acs.jmedchem.5c00370,,
EF01291,RDC01443,39745526,10.1007/s00259-024-07046-5,,
EF01292,RDC01469,37914790,/10.1038/s41598-023-43429-8,,
EF01293,RDC01473,37442604,10.2967/jnumed.123.265524,,
EF01294,RDC01474,37442604,10.2967/jnumed.123.265524,,
EF01295,RDC01475,37442604,10.2967/jnumed.123.265524,,
EF01296,RDC00828,37442604,10.2967/jnumed.123.265524,,
BIO03010,RDC01504,40787824,10.1021/acs.jmedchem.5c01515,,
BIO03011,RDC01505,40959395,10.1039/d5sc02110c,,
BIO03012,RDC01505,40959395,10.1039/d5sc02110c,,
BIO03013,RDC01506,40959395,10.1039/d5sc02110c,,
BIO03014,RDC01506,40959395,10.1039/d5sc02110c,,
BIO03015,RDC01511,40062560,10.1021/acs.jmedchem.5c00401,,
BIO03016,RDC01512,40135799,10.1021/acs.jmedchem.4c02767,,
BIO03017,RDC01513,40135799,10.1021/acs.jmedchem.4c02767,,
BIO03018,RDC01514,40135799,10.1021/acs.jmedchem.4c02767,,
BIO03019,RDC01515,40135799,10.1021/acs.jmedchem.4c02767,,
BIO03020,RDC01516,40135799,10.1021/acs.jmedchem.4c02767,,
BIO03021,RDC01517,40135799,10.1021/acs.jmedchem.4c02767,,
BIO03022,RDC01564,40028088,10.1021/acsomega.4c10142,,
BIO03023,RDC01565,40028088,10.1021/acsomega.4c10142,,
BIO03024,RDC01518,40861973,10.1039/d5ra04397b,,
BIO03025,RDC01518,40861973,10.1039/d5ra04397b,,
BIO03028,RDC01520,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03029,RDC01520,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO04804,RDC01520,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03030,RDC01521,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03031,RDC01521,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO04805,RDC01521,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03032,RDC01522,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03033,RDC01522,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO04806,RDC01522,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03036,RDC01524,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03037,RDC01524,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03038,RDC01525,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03039,RDC01525,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03040,RDC01526,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03041,RDC01526,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03042,RDC01527,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03043,RDC01527,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03044,RDC01528,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03045,RDC01528,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03046,RDC01529,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03047,RDC01529,40494649,10.1021/acs.molpharmaceut.5c00214,,
BIO03049,RDC01531,40806707,10.3390/ijms26157580,,
BIO03050,RDC01499,40897948,10.1007/s11307-025-02046-9,,
BIO03051,RDC01532,40897948,10.1007/s11307-025-02046-9,,
BIO03052,RDC01533,39992401,10.1007/s00259-025-07155-9,,
BIO03058,RDC01537,40901970,10.1021/acs.jmedchem.5c02083,,
BIO03059,RDC01537,40901970,10.1021/acs.jmedchem.5c02083,,
BIO03060,RDC01538,39754852,10.1016/j.bmc.2024.118058,,
BIO03062,RDC01540,39754852,10.1016/j.bmc.2024.118058,,
BIO03063,RDC01541,40187648,10.1016/j.jconrel.2025.113686,,
BIO03064,RDC01545,39692986,10.1186/s41181-024-00312-9,,
BIO03065,RDC01545,39692986,10.1186/s41181-024-00312-9,,
BIO03066,RDC01546,38173242,10.1021/acs.molpharmaceut.3c00917,,
BIO03067,RDC01546,38173242,10.1021/acs.molpharmaceut.3c00917,,
BIO04702,RDC01546,38173242,10.1021/acs.molpharmaceut.3c00917,,
BIO04703,RDC01546,38173242,10.1021/acs.molpharmaceut.3c00917,,
BIO03068,RDC01362,,10.1007/s10967-024-09809-8,,
BIO03069,RDC01362,,10.1007/s10967-024-09809-8,,
BIO03070,RDC01547,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03071,RDC01547,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03072,RDC01548,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03073,RDC01548,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03074,RDC01549,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03075,RDC01549,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03076,RDC01550,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03077,RDC01550,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03080,RDC01552,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03081,RDC01552,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03082,RDC01553,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03083,RDC01553,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03084,RDC01554,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03085,RDC01554,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03086,RDC01555,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03087,RDC01555,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03088,RDC01556,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03089,RDC01556,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03090,RDC01557,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03091,RDC01557,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03092,RDC01558,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03093,RDC01558,39626113,10.1021/acs.jmedchem.4c02656,,
BIO03094,RDC01409,38610940,10.3390/cancers16071262,,
BIO03095,RDC01409,38610940,10.3390/cancers16071262,,
BIO04700,RDC01409,38610940,10.3390/cancers16071262,,
BIO04701,RDC01409,38610940,10.3390/cancers16071262,,
EF01504,RDC01504,40787824,10.1021/acs.jmedchem.5c01515,,
EF01524,RDC01524,40494649,10.1021/acs.molpharmaceut.5c00214,,
EF01527,RDC01527,40494649,10.1021/acs.molpharmaceut.5c00214,,
EF01528,RDC01528,40494649,10.1021/acs.molpharmaceut.5c00214,,
EF01529,RDC01529,40494649,10.1021/acs.molpharmaceut.5c00214,,
EF01531,RDC01531,40806707,10.3390/ijms26157580,,
EF01499,RDC01499,40897948,10.1007/s11307-025-02046-9,,
EF01533,RDC01533,39992401,10.1007/s00259-025-07155-9,,
EF01534,RDC01534,40081958,10.2967/jnumed.124.269299,,
EF01535,RDC01500,40506238,10.2967/jnumed.125.269751,,
EF01541,RDC01541,40187648,10.1016/j.jconrel.2025.113686,,
BIO03252,RDC01603,,10.1038/sj.bjp.0705915,,
BIO04699,RDC01603,,10.1038/sj.bjp.0705915,,
BIO03253,RDC01604,,10.1016/j.nucmedbio.2004.08.004,,
BIO03254,RDC01604,,10.1016/j.nucmedbio.2004.08.004,,
BIO03255,RDC01605,15585615,10.1158/1078-0432.CCR-04-1226,,
BIO01680,RDC01605,15585615,10.1158/1078-0432.CCR-04-1226,,
BIO03256,RDC01606,,10.1097/00006231-200505000-00006,,
BIO03257,RDC01606,,10.1097/00006231-200505000-00006,,
BIO03259,RDC01609,16248771,10.1089/cbr.2005.20.557,,
BIO03260,RDC01611,17332348,10.1158/0008-5472.CAN-06-1630,,
BIO03261,RDC01611,17332348,10.1158/0008-5472.CAN-06-1630,,
BIO03262,RDC01612,17146656,10.1007/s00259-006-0266-4,,
BIO03263,RDC01612,17146656,10.1007/s00259-006-0266-4,,
BIO03264,RDC01613,17330952,10.1021/bc060291m,,
BIO03265,RDC01613,17330952,10.1021/bc060291m,,
BIO03266,RDC01613,17330952,10.1021/bc060291m,,
BIO03267,RDC01614,17330952,10.1021/bc060291m,,
BIO03268,RDC01615,17631548,10.2967/jnumed.106.037937,,
BIO03269,RDC01616,12843231,10.2967/jnumed.107.043257,,
BIO03270,RDC01616,12843231,10.2967/jnumed.107.043257,,
BIO03273,RDC01620,16513621,10.2967/jnumed.105.012526,,
BIO03274,RDC01620,16513621,10.2967/jnumed.105.012526,,
BIO03275,RDC01622,16644755,10.2967/jnumed.106.030031,,
BIO03276,RDC01622,16644755,10.2967/jnumed.106.030031,,
BIO03281,RDC01625,40571804,10.1007/s11307-025-02022-3,,
BIO03282,RDC01626,40571804,10.1007/s11307-025-02022-3,,
BIO03283,RDC01627,39383591,10.1016/j.nucmedbio.2024.108963,,
BIO03284,RDC01628,38363819,10.1089/cbr.2023.0108,,
BIO04817,RDC01628,38363819,10.1089/cbr.2023.0108,,
BIO03289,RDC01631,34198999,10.3390/pharmaceutics13070971,,
BIO03290,RDC01631,34198999,10.3390/pharmaceutics13070971,,
BIO03291,RDC01632,37173878,10.3390/cancers15092409,,
BIO03292,RDC01632,37173878,10.3390/cancers15092409,,
BIO03293,RDC01633,,10.1039/d3nj02050a,,
BIO03294,RDC01633,,10.1039/d3nj02050a,,
BIO04693,RDC01633,,10.1039/d3nj02050a,,
BIO04694,RDC01633,,10.1039/d3nj02050a,,
BIO03295,RDC01634,39968607,10.1111/cbdd.70064,,
BIO03296,RDC01635,38216779,10.1007/s00259-023-06584-8,,
BIO03297,RDC01635,38216779,10.1007/s00259-023-06584-8,,
BIO03298,RDC01638,39585568,10.1007/s12149-024-02003-6,,
BIO03299,RDC01642,40374553,10.2967/jnumed.125.269533,,
BIO03301,RDC01644,35014372,10.1021/acsabm.0c01555,,
BIO03302,RDC01644,35014372,10.1021/acsabm.0c01555,,
BIO03303,RDC01645,38614036,10.1016/j.nucmedbio.2024.108911,,
BIO03304,RDC01646,38614036,10.1016/j.nucmedbio.2024.108911,,
BIO03305,RDC01647,38751640,10.1021/acsptsci.4c00106,,
BIO03306,RDC01649,37661815,10.1021/acs.molpharmaceut.3c00216,,
BIO03307,RDC01649,37661815,10.1021/acs.molpharmaceut.3c00216,,
BIO03308,RDC01650,39670857,10.1158/1078-0432.ccr-24-1779,,
BIO03309,RDC01651,37348919,10.2967/jnumed.122.265095,,
BIO03310,RDC01652,39180861,10.1016/j.bmc.2024.117883,,
BIO03311,RDC01653,39192059,10.1007/s11307-024-01948-4,,
BIO03312,RDC01653,39192059,10.1007/s11307-024-01948-4,,
BIO03313,RDC01654,36432709,10.3390/pharmaceutics14112519,,
BIO03314,RDC01654,36432709,10.3390/pharmaceutics14112519,,
BIO04692,RDC01654,36432709,10.3390/pharmaceutics14112519,,
BIO03315,RDC01655,36573995,10.1021/acs.molpharmaceut.2c00869,,
BIO03316,RDC01655,36573995,10.1021/acs.molpharmaceut.2c00869,,
BIO03317,RDC01656,35754162,10.1097/mnm.0000000000001590,,
BIO03318,RDC01656,35754162,10.1097/mnm.0000000000001590,,
BIO03319,RDC01657,34641362,10.3390/molecules26195819,,
BIO03320,RDC01657,34641362,10.3390/molecules26195819,,
BIO03321,RDC01658,,10.1007/s10967-022-08236-x,,
BIO03322,RDC01658,,10.1007/s10967-022-08236-x,,
BIO03323,RDC01658,,10.1007/s10967-022-08236-x,,
BIO03324,RDC01659,39027646,10.62347/bvpk1360,,
BIO03325,RDC01659,39027646,10.62347/bvpk1360,,
BIO03326,RDC01660,15994969,10.1158/0008-5472.can-04-4472,,
BIO03327,RDC01660,15994969,10.1158/0008-5472.can-04-4472,,
EF01600,RDC01600,15994969,10.1158/0008-5472.can-04-4472,,
EF01601,RDC01605,15585615,10.1158/1078-0432.CCR-04-1226,,
EF01602,RDC01605,15585615,10.1158/1078-0432.CCR-04-1226,,
EF01603,RDC01609,16248771,10.1089/cbr.2005.20.557,,
EF01604,RDC01632,37173878,10.3390/cancers15092409,,
EF01605,RDC01648,38333550,10.3389/fchem.2023.1322773,,
EF01606,RDC01648,38333550,10.3389/fchem.2023.1322773,,
EF01607,RDC01650,39670857,10.1158/1078-0432.ccr-24-1779,,
EF01608,RDC01651,37348919,10.2967/jnumed.122.265095,,
EF01609,RDC01655,36573995,10.1021/acs.molpharmaceut.2c00869,,
BIO03635,RDC01662,28915583,10.18632/oncotarget.17015,,
BIO03636,RDC01663,39670857,10.1158/1078-0432.CCR-24-1779,,
BIO03637,RDC01663,39670857,10.1158/1078-0432.CCR-24-1779,,
BIO03638,RDC01664,39670857,10.1158/1078-0432.CCR-24-1779,,
BIO03639,RDC01664,39670857,10.1158/1078-0432.CCR-24-1779,,
BIO03640,RDC01665,31416167,10.3390/cancers11081168,,
BIO03641,RDC01666,31416167,10.3390/cancers11081168,,
BIO03642,RDC01667,31416167,10.3390/cancers11081168,,
BIO03643,RDC01668,29097939,10.3390/cancers11081168,,
BIO03644,RDC01668,29097939,10.3390/cancers11081168,,
BIO03645,RDC01669,29097939,10.3390/cancers11081168,,
BIO03646,RDC01669,29097939,10.3390/cancers11081168,,
BIO03647,RDC01670,29097939,10.3390/cancers11081168,,
BIO03648,RDC01670,29097939,10.3390/cancers11081168,,
BIO03653,RDC01673,29031230,10.1016/j.nucmedbio.2017.09.003,,
BIO03654,RDC01674,29031230,10.1016/j.nucmedbio.2017.09.003,,
BIO03658,RDC01678,31082509,10.1016/j.ejpb.2019.05.008,,
BIO03659,RDC01679,31082509,10.1016/j.ejpb.2019.05.008,,
BIO03660,RDC01680,31082509,10.1016/j.ejpb.2019.05.008,,
BIO03661,RDC01681,31082509,10.1016/j.ejpb.2019.05.008,,
BIO03662,RDC01682,31082509,10.1016/j.ejpb.2019.05.008,,
BIO03663,RDC01682,31082509,10.1016/j.ejpb.2019.05.008,,
BIO03665,RDC01683,31082509,10.1016/j.ejpb.2019.05.008,,
BIO03666,RDC01683,31082509,10.1016/j.ejpb.2019.05.008,,
BIO03664,RDC01684,31082509,10.1016/j.ejpb.2019.05.008,,
BIO04822,RDC01685,31082509,10.1016/j.ejpb.2019.05.008,,
BIO04823,RDC01686,31082509,10.1016/j.ejpb.2019.05.008,,
BIO03667,RDC01687,27010700,10.1021/acs.molpharmaceut.6b00089,,
BIO03668,RDC01687,27010700,10.1021/acs.molpharmaceut.6b00089,,
BIO03669,RDC01688,27010700,10.1021/acs.molpharmaceut.6b00089,,
BIO03670,RDC01689,27010700,10.1021/acs.molpharmaceut.6b00089,,
BIO03671,RDC01689,27010700,10.1021/acs.molpharmaceut.6b00089,,
BIO03678,RDC01695,32106568,10.3390/molecules25051025,,
BIO03679,RDC01696,32106568,10.3390/molecules25051025,,
BIO03680,RDC01697,31285769,10.7150/thno.32883,,
BIO03681,RDC01697,31285769,10.7150/thno.32883,,
BIO03682,RDC01698,31285769,10.7150/thno.32883,,
BIO03683,RDC01699,29777007,10.2967/jnumed.118.210294,,
BIO03684,RDC01699,29777007,10.2967/jnumed.118.210294,,
BIO03685,RDC01704,30825614,10.1016/j.nucmedbio.2019.01.010,,
BIO03686,RDC01704,30825614,10.1016/j.nucmedbio.2019.01.010,,
BIO03690,RDC01704,30825614,10.1016/j.nucmedbio.2019.01.010,,
BIO03691,RDC01707,30608701,10.1021/acs.molpharmaceut.8b00922,,
BIO03692,RDC01707,30608701,10.1021/acs.molpharmaceut.8b00922,,
BIO03693,RDC01708,30608701,10.1021/acs.molpharmaceut.8b00922,,
BIO03694,RDC01708,30608701,10.1021/acs.molpharmaceut.8b00922,,
BIO03695,RDC01711,28104744,10.2967/jnumed.116.183863,,
BIO03696,RDC01711,28104744,10.2967/jnumed.116.183863,,
BIO03697,RDC01712,32706300,10.1021/acs.molpharmaceut.0c00580,,
BIO03698,RDC01712,32706300,10.1021/acs.molpharmaceut.0c00580,,
BIO03699,RDC01713,32706300,10.1021/acs.molpharmaceut.0c00580,,
BIO03700,RDC01716,26941844,10.7150/thno.14261,,
BIO03701,RDC01716,26941844,10.7150/thno.14261,,
BIO03702,RDC01717,26941844,10.7150/thno.14261,,
BIO03703,RDC01717,26941844,10.7150/thno.14261,,
BIO03704,RDC01718,32138509,10.1021/acs.bioconjchem.0c00100,,
BIO03705,RDC01718,32138509,10.1021/acs.bioconjchem.0c00100,,
BIO03706,RDC01719,32138509,10.1021/acs.bioconjchem.0c00100,,
BIO03707,RDC01721,27573289,10.3892/ijo.2016.3614,,
BIO03708,RDC01724,27419360,10.1016/j.nucmedbio.2016.06.004,,
BIO03709,RDC01724,27419360,10.1016/j.nucmedbio.2016.06.004,,
BIO03710,RDC01725,27419360,10.1016/j.nucmedbio.2016.06.004,,
BIO03711,RDC01725,27419360,10.1016/j.nucmedbio.2016.06.004,,
BIO03712,RDC01726,28265738,10.1007/s00259-017-3663-y,,
BIO03713,RDC01726,28265738,10.1007/s00259-017-3663-y,,
BIO04689,RDC01726,28265738,10.1007/s00259-017-3663-y,,
BIO04690,RDC01726,28265738,10.1007/s00259-017-3663-y,,
BIO04691,RDC01726,28265738,10.1007/s00259-017-3663-y,,
BIO03716,RDC01729,31243840,10.1038/s41598-019-45795-8,,
BIO03717,RDC01729,31243840,10.1038/s41598-019-45795-8,,
BIO03718,RDC01730,31243840,10.1038/s41598-019-45795-8,,
BIO03719,RDC01730,31243840,10.1038/s41598-019-45795-8,,
BIO03720,RDC01731,31243840,10.1038/s41598-019-45795-8,,
BIO03721,RDC01731,31243840,10.1038/s41598-019-45795-8,,
EF01610,RDC01632,37173878,10.3390/cancers15092409,,
EF01611,RDC01648,38333550,10.3389/fchem.2023.1322773,,
EF01612,RDC01648,38333550,10.3389/fchem.2023.1322773,,
EF01613,RDC01650,39670857,10.1158/1078-0432.ccr-24-1779,,
EF01614,RDC01651,37348919,10.2967/jnumed.122.265095,,
EF01615,RDC01655,36573995,10.1021/acs.molpharmaceut.2c00869,,
EF01616,RDC01655,36573995,10.1021/acs.molpharmaceut.2c00869,,
EF01617,RDC01655,36573995,10.1021/acs.molpharmaceut.2c00869,,
EF01663,RDC01662,28915583,10.18632/oncotarget.17015,,
EF01664,RDC01712,32706300,10.1021/acs.molpharmaceut.0c00580,,
EF01665,RDC01712,32706300,10.1021/acs.molpharmaceut.0c00580,,
EF01666,RDC01724,27419360,10.1016/j.nucmedbio.2016.06.004,,
EF01667,RDC01725,27419360,10.1016/j.nucmedbio.2016.06.004,,
BIO03800,RDC01740,35434995,10.1021/acs.molpharmaceut.2c00136,,
BIO03801,RDC01741,35575711,10.1089/cbr.2021.0230,,
BIO04688,RDC01741,35575711,10.1089/cbr.2021.0230,,
BIO03802,RDC01742,39986477,10.1016/j.jconrel.2025.02.047,,
BIO03803,RDC01743,39986477,10.1016/j.jconrel.2025.02.047,,
BIO03804,RDC01744,39986477,10.1016/j.jconrel.2025.02.047,,
BIO03805,RDC01745,39986477,10.1016/j.jconrel.2025.02.047,,
BIO03806,RDC01745,39986477,10.1016/j.jconrel.2025.02.047,,
BIO03807,RDC01746,39247440,10.1515/med-2024-1027,,
BIO03808,RDC01747,38376808,10.1007/s00259-024-06648-3,,
BIO03809,RDC01747,38376808,10.1007/s00259-024-06648-3,,
BIO03810,RDC01747,38376808,10.1007/s00259-024-06648-3,,
BIO03811,RDC01749,33803361, 10.3390/ijms22052770,,
BIO03812,RDC01750,33803361, 10.3390/ijms22052770,,
BIO03813,RDC01752,38064536, 10.1002/chem.202303805,,
BIO03814,RDC01753,40493435,10.1021/acs.inorgchem.5c01513,,
BIO03815,RDC01756,37348919,10.2967/jnumed.122.265095,,
BIO03816,RDC01757,37552575,10.1021/acs.molpharmaceut.3c00360,,
BIO03817,RDC01757,37552575,10.1021/acs.molpharmaceut.3c00360,,
BIO03818,RDC01759,36127494,10.1038/s41598-022-19201-9,,
BIO03819,RDC01760,37037128,10.1016/j.bioorg.2023.106503,,
BIO03820,RDC01656,35754162,10.1097/MNM.00000000000001590,,
BIO03821,RDC01761,34834262,10.3390/pharmaceutics13111847,,
BIO03822,RDC01720,36499504,10.3390/ijms232315181,,
BIO03823,RDC01763,36499504,10.3390/ijms232315181,,
BIO03824,RDC01764,37586132,10.1016/j.bioorg.2023.106761,,
BIO03825,RDC01765,37586132,10.1016/j.bioorg.2023.106761,,
BIO03826,RDC01766,34704434,10.1021/acs.biomac.1c00918,,
BIO03827,RDC01767,34704434,10.1021/acs.biomac.1c00918,,
BIO03828,RDC01770,38557163,10.1021/acs.molpharmaceut.3c01173,,
BIO03829,RDC01763,38557163,10.1021/acs.molpharmaceut.3c01173,,
BIO03830,RDC01769,38557163,10.1021/acs.molpharmaceut.3c01173,,
BIO03831,RDC01763,38557163,10.1021/acs.molpharmaceut.3c01173,,
BIO03832,RDC01763,37751398,10.1021/acs.bioconjchem.3c00344,,
BIO01701,RDC01772,37751398,10.1021/acs.bioconjchem.3c00344,,
BIO03833,RDC01763,37751398,10.1021/acs.bioconjchem.3c00344,,
BIO01702,RDC01772,37751398,10.1021/acs.bioconjchem.3c00344,,
BIO03835,RDC01777,40756357,10.7150/thno.116062,,
BIO03836,RDC01779,19035668,10.1021/bc800244b,,
BIO03837,RDC01779,19035668,10.1021/bc800244b,,
BIO03838,RDC01780,19035668,10.1021/bc800244b,,
BIO03839,RDC01781,19035668,10.1021/bc800244b,,
BIO03842,RDC01788,,10.1021/bc700307y,,
BIO03843,RDC01789,,10.1021/bc700307y,,
BIO03844,RDC01790,18620447,10.1021/bc800110y,,
BIO03845,RDC01790,18620447,10.1021/bc800110y,,
BIO03846,RDC01791,18594815,10.1007/s00259-008-0845-7,,
BIO03847,RDC01791,18594815,10.1007/s00259-008-0845-7,,
BIO03848,RDC01792,18594815,10.1007/s00259-008-0845-7,,
BIO03849,RDC01793,18594815,10.1007/s00259-008-0845-7,,
BIO03850,RDC01794,18594815,10.1007/s00259-008-0845-7,,
BIO03851,RDC01795,24098950,10.3109/1061186X.2013.839688,,
BIO03852,RDC01796,24098950,10.3109/1061186X.2013.839688,,
BIO03853,RDC01796,24098950,10.3109/1061186X.2013.839688,,
BIO03854,RDC01797,19557480,10.1007/s11307-009-0238-8,,
BIO03855,RDC01797,19557480,10.1007/s11307-009-0238-8,,
BIO03859,RDC01799,23461385,10.1089/cbr.2012.1304,,
BIO03860,RDC01799,23461385,10.1089/cbr.2012.1304,,
BIO03861,RDC01799,23461385,10.1089/cbr.2012.1304,,
BIO03862,RDC01799,23461385,10.1089/cbr.2012.1304,,
BIO03869,RDC01802,24115530,10.2967/jnumed.113.122465,,
BIO03870,RDC01802,24115530,10.2967/jnumed.113.122465,,
BIO03871,RDC01802,24115530,10.2967/jnumed.113.122465,,
BIO03876,RDC01807,19771426,10.1007/s00259-009-1268-9,,
BIO03877,RDC01808,19771426,10.1007/s00259-009-1268-9,,
BIO03878,RDC01809,19771426,10.1007/s00259-009-1268-9,,
BIO03879,RDC01810,19771426,10.1007/s00259-009-1268-9,,
BIO03880,RDC01808,19771426,10.1007/s00259-009-1268-9,,
