entity_id,entity_category,name,synonyms,external_id,smiles,structure_image,formula,iupac_name,inchi,inchikey,pubchem_cid,mol2d_path,mol3d_path,molecular_weight,complexity,heavy_atom_count,hbond_acceptors,hbond_donors,rotatable_bonds,logp,tpsa,ligand_type,linker_type,radionuclide_symbol,radionuclide_half_life,radionuclide_emission,radionuclide_energy,radiochemical_method_description,radiochemical_yield,radiochemical_purity,specific_activity,notes,created_at,updated_at
RDC02376,RDC,⁹⁹ᵐTc-MAG₃-cMORF,,,,,,,,,,,,,,,,,,,,,,,,,,"⁹⁹ᵐTc-MORF/cMORF was prepared by conjugating amine-modified MORF/cMORF with S-acetyl NHS-MAG₃ in HEPES buffer (pH 8.0, 1h RT), purified via BioGel P-4 (ammonium acetate pH 5.2). Labeling with 1–2 mCi ⁹⁹ᵐTcO₄⁻ in tartrate/stannous chloride solution (20min boiling) was followed by BioGel P-4 purification (PBS pH 7.2) and HPLC purity verification.",> 90%,> 90%,166 μCi/μg,,,
RDC02377,RDC,¹¹¹In-DOTA-T84.66 Diabody,,,,,,,,,,,,,,,,,,,,,,,,,,"¹¹¹In-DOTA-Diabody was prepared by conjugating 400 μg diabody with DOTA (1:1000 molar ratio) in NH₄OAc buffer (pH 7.0, 4°C, 18–24h, 0.5 DOTA/antibody), dialyzed and concentrated. Labeling with 1.3 mCi ¹¹¹InCl₃ (NH₄OAc pH 5.0, 43°C, 1h) was quenched with DTPA, followed by Superdex 75 purification (PBS pH 7.2) and HPLC purity verification.",67-100%,> 90%,1.4~3.2 μCi/μg,,,
RDC02378,RDC,¹¹¹In-DOTA-T84.66 Minibody,,,,,,,,,,,,,,,,,,,,,,,,,,"¹¹¹In-DOTA-Minibody was prepared by conjugating 400 μg minibody with DOTA (1:1000 molar ratio, 1–6 DOTA/antibody) in NH₄OAc buffer (pH 7.0, 4°C, 18–24h), dialyzed and concentrated. Labeling with 1.3 mCi ¹¹¹InCl₃ (NH₄OAc pH 5.0, 43°C, 1h) was quenched with DTPA, followed by TSK-G2000SW purification (PBS pH 7.2) and HPLC purity verification.",24-85%,> 90%,2.3~4.7 μCi/μg,,,
RDC02379,RDC,⁹⁹ᵐTc-IMP-192,,,,,,,,,,,,,,,,,,,,,,,,,,"⁹⁹ᵐTc-IMP-192 was prepared from a lyophilized kit (78 μg IMP-192, 100 μg Sn(II), ascorbate, 6× cold In) by adding 40 mCi ⁹⁹ᵐTcO₄⁻ saline, incubating at RT for 10 min, then heating in boiling water for 15 min. No purification was needed, with RCP 94–99% by RP-HPLC (C₁₈, 0.1% TFA/ACN), free ⁹⁹ᵐTc <1% by ITLC, and >94% binding to bsMAb by SE-HPLC.",94-99%,> 94%,1836 Ci/mmol,,,
RDC02380,RDC,¹⁸⁸Re-IMP-192,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁸⁸Re-IMP-192 was prepared from a lyophilized kit (50 μg IMP-192, 660 μg Sn(II), ascorbate, 6× cold In) by adding 17 mCi ¹⁸⁸ReO₄⁻ saline, heating in boiling water for 1 hour. No purification was needed, with RCP 96–97% by RP-HPLC, free ¹⁸⁸Re <3% by ITLC, and >96% binding to bsMAb by SE-HPLC.",96-97%,> 96%,459~945 Ci/mmol,,,
RDC02381,RDC,¹¹¹In-VSC-DOTA-chT84.66,,,,,,,,,,,,,,,,,,,,,,,,,,"VSC-DOTA was synthesized via Michael addition of cysteinyl-DOTA to vinyl sulfone (pH 7.5, DTT reduction), purified by ion exchange (formic acid gradient), and lyophilized (626.7 Da). chT84.66 was partially reduced (TCEP) and conjugated with 50× VSC-DOTA under argon. ¹¹¹In labeling (0.3 mCi/mg, 43°C, 60 min) included DTPA quenching and size-exclusion purification.",>98%,>98%,1.0~5.0 mCi/mg,,,
RDC02382,RDC,¹¹¹In-[Lys (DTPA)]-NT,,,,,,,,,,,,,,,,,,,,,,,,,,"¹¹¹In-DTPA-NT was prepared by reacting DTPA dianhydride with the lysine ε-NH₂ of NT in HEPES/DMSO (pH 8.2), purified by C₁₈ HPLC (>95% purity, ESI-MS: calc. 2048.32, obs. 2048.16). Labeling with 11.1 MBq ¹¹¹InCl₃ in acetate-citrate buffer (pH 5.0, 22h RT) was followed by cold InCl₃ saturation and Sep-Pak purification.",88±5%,>88%,179±16  MBq/nmol,,,
RDC02383,RDC,¹¹¹In-DOTA-GLGK [Nᵋ-(HVS)₂]-Cys-diabody,,,,,,,,,,,,,,,,,,,,,,,,,,"The preparation involved engineering the anti-CEA diabody to introduce a C-terminal cysteine, expressing and purifying it, then conjugating the purified protein with a pre-synthesized DOTA-GLGK-[Nᵋ-(HVS)₂] bifunctional chelator. The resulting conjugate was finally radiolabeled with ¹¹¹In/⁶⁴Cu and purified for use.",8-55%,>85%,2 mCi/mg,,,
RDC02379,RDC,⁹⁹ᵐTc-IMP-192,,,,,,,,,,,,,,,,,,,,,,,,,,"IMP-192, an octapeptide with dual DTPA and TscGC motifs, was synthesized by SPPS. After purification and saturation of DTPA sites with cold InCl₃, it was lyophilized with Sn(II) and ascorbate into a single-vial kit. For ⁹⁹ᵐTc-labeling, the kit was reconstituted with ⁹⁹ᵐTcO₄⁻, incubated at room temperature, and then heated in a boiling water bath to facilitate chelation, with RCP verified by ITLC.",>95%,>95%,1836 Ci/mmol,,,
RDC02384,RDC,¹¹¹In-cys-DOTA-PEG3400-diabody,,,,,,,,,,,,,,,,,,,,,,,,,,"The anti-CEA diabody was conjugated first with NHS-PEG3400-VS and then with cys-DOTA through a two-step reaction, each followed by purification. The resulting cys-DOTA-PEG3400-diabody was labeled with ¹¹¹In at 43°C for 60 min, and the final product was purified by size-exclusion chromatography.",60-90%,> 90%,,,,
RDC02385,RDC,¹¹¹In-SH-DO3A-VS-M5A,,,,,,,,,,,,,,,,,,,,,,,,,,"The disulfide bonds of M5A were reduced with TCEP and then conjugated to DO3A-VS. After purification, the conjugate was labeled with ¹¹¹InCl₃ in ammonium acetate buffer (pH 6.5) at 43°C for 45-60 minutes. The final product was purified by size-exclusion chromatography following DTPA quenching.",>97%,>97%,74~259 MBq/mg,,,
RDC02386,RDC,⁶⁴Cu-NH-DO3A-VS-M5A,,,,,,,,,,,,,,,,,,,,,,,,,,"he M5A antibody was first conjugated to DO3A-VS via amine coupling at pH 9.0. The resulting conjugate was then labeled with ⁶⁴CuCl₂ in citrate buffer (pH 5.5) at 43°C for 45 minutes, followed by purification with a size-exclusion column after DTPA quenching.",>99%,>99%,148~351 MBq/mg,,,
RDC02387,RDC,[¹⁸F] AlF-NODA-MPAEM-hMN-14-diabody,,,,,,,,,,,,,,,,,,,,,,,,,,"The NODA-MPAEM chelator was synthesized and then labeled with ¹⁸F via [¹⁸F]AlF complexation to form [¹⁸F]AlF-NODA-MPAEM with high efficiency. The resulting radiolabeled chelator was subsequently conjugated to a diabody fragment at room temperature in 20 minutes, and the final radioimmunoconjugate was purified by size-exclusion chromatography.",94±2%,>95%,29~39  MBq/nmol,,,
RDC02388,RDC,[¹⁸F] AlF-NODA-MPAEM-hMN-14-Fab′,,,,,,,,,,,,,,,,,,,,,,,,,,"The NODA-MPAEM chelator was synthesized and purified by HPLC, then labeled with ¹⁸F via [¹⁸F]AlF complexation at 106°C (94±2% efficiency). The resulting [¹⁸F]AlF-NODA-MPAEM was conjugated to Fab′ fragments at room temperature for 20 minutes (70-77% efficiency), followed by PD-10 column purification.",0.49,>95%,15 MBq/nmol,,,
RDC02389,RDC,[¹⁸F] AlF-NODA-MPAEM-hMN-14-Fab-AD2,,,,,,,,,,,,,,,,,,,,,,,,,,"The NODA-MPAEM chelator was synthesized, purified, and then efficiently labeled with ¹⁸F via [¹⁸F]AlF complexation (94±2% yield). The resulting [¹⁸F]AlF-NODA-MPAEM was subsequently conjugated to Fab-AD2 fragments at room temperature, and the final radioimmunoconjugate was purified by size-exclusion chromatography.",0.59,>95%,17 MBq/nmol,,,
RDC02390,RDC,⁶⁴Cu-F6-te1pa,,,,,,,,,,,,,,,,,,,,,,,,,,"The F6 antibody was conjugated with te1pa at a 700:1 molar ratio on ice for 3 hours. After purification, the conjugate was labeled with ⁶⁴Cu at a 1.5:1 (antibody:⁶⁴Cu) ratio in ammonium acetate buffer at 40°C for 25 minutes, and the labeling efficiency was verified by ITLC.",93.9±1%,>95%,69.4±27.6 MBq/mg,,,
RDC02391,RDC,⁶⁴Cu-F6-C-dota,,,,,,,,,,,,,,,,,,,,,,,,,,"⁶⁴Cu-F6-te1pa/F6-C-dota was prepared by conjugating F6 antibody with p-NCS-Bn-dota (15:1 molar ratio) in carbonate buffer (pH 8.6, 12h RT), purified by PD-10 (5% aggregates). Labeling with ⁶⁴CuCl₂ (25.1 GBq/μmol) in ammonium acetate (pH 6.5–7, 40°C, 25min) at 1.5:1 antibody-to-Cu ratio was quenched with EDTA, and ITLC confirmed labeling efficiency (free ⁶⁴Cu Rf=1.0, bound Rf=0).",93.7±2.5%,>95%,69.3±28.9 MBq/mg,,,
RDC02393,RDC,⁹⁰Y-mAb C2-45,,,,,,,,,,,,,,,,,,,,,,,,,,"⁹⁰Y-DTPA-C2-45 was prepared by conjugating mAb C2-45 with SCN-Bn-DTPA (5:1 molar ratio) in borate buffer (pH 8.5, 37°C, 20h), purified by Bio-Spin 6 (2.0 DTPAs/antibody). ⁹⁰Y labeling (1 mg conjugate in acetate buffer pH 5.5, 37°C, 1h) was purified via PD-10 and verified by ITLC (free ⁹⁰Y Rf=1.0).",92.2±3.3%,>95%,4.08±0.62 mCi/mg,,,
RDC02394,RDC,¹¹¹In-mAb C2-45,,,,,,,,,,,,,,,,,,,,,,,,,,"¹¹¹In-DTPA-C2-45 was prepared by conjugating mAb C2-45 with SCN-Bn-DTPA (5:1 molar ratio) in borate buffer (pH 8.5, 37°C, 20h), purified by Bio-Spin 6 (2.0 DTPAs/antibody). Labeling with ¹¹¹InCl₃ in acetate buffer (pH 5.5, RT, 1h) was followed by Bio-Spin 6 purification.",>95%,>95%,,,,
RDC02395,RDC,⁹⁰Y-DOTA-M5A,,,,,,,,,,,,,,,,,,,,,,,,,,"⁹⁰Y-DOTA-M5A was prepared under cGMP by conjugating humanized M5A IgG₁ with DOTA-NHS (5:1 molar ratio) in borate buffer (pH 8.5, 20h RT), purified by Superdex 75. Labeling with ⁹⁰YCl₃ (e.g., 10 mCi/m²) in acetate buffer (pH 5.5, 37°C, 1h) was followed by PD-10 purification and ITLC verification (free ⁹⁰Y Rf=1.0).",>95%,>95%,,,,
RDC02396,RDC,¹¹¹In-DOTA-M5A,,,,,,,,,,,,,,,,,,,,,,,,,,"¹¹¹In-DOTA-M5A was prepared under cGMP by conjugating humanized M5A IgG₁ with DOTA-NHS (5:1 molar ratio) in borate buffer (pH 8.5, 20h RT), purified by Superdex 75. Labeling with 5 mCi ¹¹¹InCl₃ in acetate buffer (pH 5.5, RT, 1h) was followed by PD-10 purification and ITLC verification.",>95%,>95%,1 mCi/mg,,,
RDC02397,RDC,¹¹¹In-DOTA-T84.66-scFv-HSA,,,,,,,,,,,,,,,,,,,,,,,,,,"¹¹¹In-DOTA-T84.66-scFv-HSA was produced by fusing T84.66-scFv with truncated HSA, expressed in NS0 cells (clone 17F9), and purified by Ni²⁺/hydroxyapatite chromatography. Conjugation with DOTA-NHS (1:17 molar ratio, >90% efficiency) was followed by ¹¹¹In labeling (0.88 mCi ¹¹¹InCl₃, pH 5.5, 43°C, 30min), DTPA quenching, and Superdex 75 purification.",1,>95%,4  μCi/μg,,,
RDC02399,RDC,⁶⁴Cu-DOTA-T84.66-scFv-HSA,,,,,,,,,,,,,,,,,,,,,,,,,,"¹²⁵I-T84.66-scFv-HSA was produced by fusing T84.66-scFv (GS18 linker) with truncated HSA via overlap PCR, expressed in NS0 cells (clone 17F9: 5–45 μg/mL), and purified by Ni²⁺ affinity and ceramic hydroxyapatite chromatography (>95% purity). Radiolabeling used Iodogen method (20 μg Iodogen, 1.2 mCi ¹²⁵I-NaI, pH 7.5, 3min RT), followed by Superdex 75 purification.",1,>95%,10  μCi/μg,,,
RDC02402,RDC,¹⁷⁷Lu-IMP288,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁷⁷Lu-DOTA-IMP288 was labeled from IMP288 (dual-HSG peptide) using ¹⁷⁷LuCl₃ in ammonium acetate buffer (pH 5.5, 37°C, 30min). The TF2 bsAb (anti-CEACAM5/anti-HSG trivalent fusion) was produced via DNL and Protein A purification. Radiolabeling was verified by TLC (free ¹⁷⁷Lu Rf=1.0) and RP-HPLC.",>95%,>95%,86~90 MBq/nmol,,,
RDC02363,RDC,⁶⁸Ga-IMP288,,,,,,,,,,,,,,,,,,,,,,,,,,"⁶⁸Ga-IMP288 was labeled by reacting generator-eluted ⁶⁸Ga³⁺ with IMP288 (dual-HSG peptide) in ammonium acetate (pH 5.5, 95°C, 10min), purified by RP-HPLC, and verified by TLC (RCP>95%). The TF2 bsAb (anti-CEA/anti-HSG) was produced via DNL and Protein A purification.",> 90%,>95%,40~100 MBq/nmol,,,
RDC02404,RDC,²¹³Bi-IMP288,,,,,,,,,,,,,,,,,,,,,,,,,,"²¹³Bi-DOTA-IMP288 was prepared by eluting ²¹³Bi from a ²²⁵Ac/²¹³Bi generator (0.1 M HCl-0.1 M NaI), then reacting with IMP288 (0.14–0.56 nmol dual-HSG peptide) in TRIS-ascorbate buffer (pH 9.0, 95°C, 10min). After DTPA quenching, the product was purified by Oasis HLB column (ethanol elution). The TF2 bsAb (anti-CEA/anti-HSG trivalent) was separately produced via DNL and Protein A purification.",>95%,>95%,320 MBq/nmol,,,
RDC02406,RDC,⁶⁴Cu-DOTA-M5A,,,,,,,,,,,,,,,,,,,,,,,,,,"⁶⁴Cu-DOTA-M5A was prepared under GMP by conjugating humanized M5A antibody with NHS-DOTA (~8 DOTA/antibody) in PBS (2h RT), purified by Superdex 200. Labeling with 20 MBq ⁶⁴CuCl₂ (from ⁶⁴Ni cyclotron) in PBS (pH 7.0, 42°C, 1h) was verified by TLC (RCP>90%, bound Rf=1.0).",>85%,>90%,1 MBq/μg,,,
RDC02408,RDC,⁶⁴Cu-DOTA-Cys-diabody,,,,,,,,,,,,,,,,,,,,,,,,,,"⁶⁴Cu-DOTA-Cys-diabody was expressed in NS0 cells (C-terminal LGGC) and purified by anion exchange/hydroxyapatite chromatography. Site-specific labeling included TCEP reduction, DOTA-GLGK-HVS conjugation, and ⁶⁴Cu labeling (citrate pH 5.5, 43°C, 1h), with EDTA quenching and HPLC purification.",0.56,>90%,1.7 μCi/μg,,,
RDC02410,RDC,¹¹¹In-DOTA-BsAb,,,,,,,,,,,,,,,,,,,,,,,,,,"¹¹¹In-DOTA-BsAb was prepared by conjugating purified BsAb (2 mg) with NHS-DOTA (50:1 molar ratio) in PBS (pH 7.4, 4°C, 18h), purified by Superdex 200 (4–6 DOTA/BsAb). Labeling with ¹¹¹InCl₃ (5.4 μCi/μg) in citrate buffer (pH 5.5, 37°C, 1h) was quenched with EDTA and purified by Superdex 200.",>85%,>90%,5.4  μCi/μg,,,
RDC02402,RDC,¹⁷⁷Lu-IMP288,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁷⁷Lu-IMP288 was prepared by adding 20 nmol IMP288 to 1200 MBq ¹⁷⁷LuCl₃ (pH-adjusted to 5.5 with ammonium acetate), heating at 100°C for 20 minutes, quenching with DTPA/ascorbate, and verifying by TLC (bound Rf=0–0.1).",>80%,>90%,60 MBq/nmol,,,
RDC02411,RDC,¹⁷⁷Lu-Tz-1,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁷⁷Lu-Tz probes (Tz-1) were labeled by reacting 10 nmol Tz with ¹⁷⁷LuCl₃ (10–40 MBq) in acetate buffer (pH 5.5, 30min RT, no heating to prevent degradation). No HPLC purification was needed, and the product was diluted in saline and verified by ITLC-SG (bound Rf=0).",0.79,>97%,12.2 GBq/μmol,,,
RDC02412,RDC,¹⁷⁷Lu-Tz-2,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁷⁷Lu-Tz probes (Tz-2) were labeled by reacting 10 nmol Tz with ¹⁷⁷LuCl₃ (10–40 MBq) in acetate buffer (pH 5.5, 30min RT, no heating to prevent degradation). No HPLC purification was needed, and the product was diluted in saline and verified by ITLC-SG (bound Rf=0).",0.89,>99%,9.3 GBq/μmol,,,
RDC02413,RDC,¹⁷⁷Lu-Tz-3,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁷⁷Lu-Tz probes (Tz-3) were labeled by reacting 10 nmol Tz with ¹⁷⁷LuCl₃ (10–40 MBq) in acetate buffer (pH 5.5, 30min RT, no heating to prevent degradation). No HPLC purification was needed, and the product was diluted in saline and verified by ITLC-SG (bound Rf=0).",0.88,>97%,7.4 GBq/μmol,,,
RDC02414,RDC,¹⁷⁷Lu-Tz-4,,,,,,,,,,,,,,,,,,,,,,,,,,"¹⁷⁷Lu-Tz probes (Tz-4) were labeled by reacting 10 nmol Tz with ¹⁷⁷LuCl₃ (10–40 MBq) in acetate buffer (pH 5.5, 30min RT, no heating to prevent degradation). No HPLC purification was needed, and the product was diluted in saline and verified by ITLC-SG (bound Rf=0).",0.93,>99%,13.9 GBq/μmol,,,
RDC02421,RDC,89Zr-malDFO-GK1.5 cDb,,,,,,,,,,,,,,,,,,,,,,,,,,"Site-specific conjugation of malDFO to reduced cDb, followed by 89Zr labeling using 89Zr-oxalate. Purification via PD-10 or Bio-Spin 6 columns.",0.85,0.994,~155 ± 59 kBq/μg,,,
RDC02422,RDC,[68Ga]Ga-NODAGA-SNA006,,,,,,,,,,,,,,,,,,,,,,,,,,"Site-specific conjugation of NODAGA-maleimide to the C-terminal cysteine of SNA006, followed by radiolabeling with 68Ga.",,,~157.49 ± 24.40 MBq,,,
RDC02423,RDC,[89Zr]Zr-DFO-REGN5054,,,,,,,,,,,,,,,,,,,,,,,,,,REGN5054 was conjugated with p-SCN-Bn-DFO. The conjugate was purified and then radiolabeled with [89Zr]Zr-oxalate in HEPES buffer (pH 7.4) at room temperature for 45 minutes. The product was purified via size exclusion chromatography (PD-10 column),,>96%,0.4 mCi/mg,,,
RDC02422,RDC,68Ga-NODAGA-SNA006,,,,,,,,,,,,,,,,,,,,,,,,,,"Site-specific conjugation of NODAGA-maleimide to C-terminal cysteine of SNA006-GSC. Radiolabeling with ⁶⁸GaCl₃ in sodium acetate buffer (pH=4) at 37°C for 15 minutes, purified via PD-10 column.",0.95,0.98,100 GBq/μmol,,,
RDC02425,RDC,[89Zr]Zr-malDFO-169 cDb,,,,,,,,,,,,,,,,,,,,,,,,,,"The 169 cDb was conjugated site-specifically to the bifunctional chelator maleimide-DFO (malDFO) via engineered cysteine thiols. The conjugate was then radiolabeled with [89Zr]Zr-oxalate. Specific reaction conditions (buffer, time, temperature) are not detailed in the provided text but are referenced to be in the Supplementary Information.",,99.5 ± 0.4%,4.27 ± 0.5 µCi/µg,,,
RDC02426,RDC,[89Zr]Zr-IAB42M1-14,,,,,,,,,,,,,,,,,,,,,,,,,,89Zr-oxalic acid was neutralized with Na₂CO₃. ⁸⁹Zr was complexed with Df-IAB42M1-14 in HEPES buffer (pH 7.0) at 37°C for 1 hour. The product was purified using a 30 kDa Vivaspin filter.,,Determined by radio-TLC and analytical size exclusion chromatography,18 μCi/μg,,,
RDC02427,RDC,[64Cu]Cu-NOTA-anti-CD8,,,,,,,,,,,,,,,,,,,,,,,,,,"The minibody (IAB22M2C) was conjugated with p-SCN-NOTA. NOTA-anti-CD8 was then radiolabeled with [64Cu]CuCl2 in NH4Ac buffer at pH 5.5 and 42°C for 30 min, followed by purification using a size exclusion spin column.",,>99%,370 - 444 MBq/mg,,,
RDC02428,RDC,[89Zr]Zr-DFO-PEG-anti-CD8 VHH and [89Zr]Zr-DFO-PEG-anti-CD11b VHH,,,,,,,,,,,,,,,,,,,,,,,,,,PEGylated-VHH-DFO conjugate was incubated with [89Zr]Zr4+ in Hepes buffer (pH 7.5) for 60 min at room temperature. The product was purified using a PD-10 size-exclusion column,>80%,,,,,
RDC02428,RDC,[64Cu]NOTA-CD8a,,,,,,,,,,,,,,,,,,,,,,,,,,"NOTA-CD8a-F(ab)₂ incubated with [64Cu]CuCl2in acetate buffer (pH 5.5) with gentisic acid, purified via PD-10 column",74.9 ± 3.0%,0.99,209 ± 34.2 MBq/μmol,,,
RDC02429,RDC,[89Zr]Zr-ZED8,,,,,,,,,,,,,,,,,,,,,,,,,,"CED8 conjugated with 89Zr(IV) oxalate in ammonium acetate buffer, purified via PD-10 column, formulated in succinate/sucrose/polysorbate buffer",9.0 ± 0.5 mCi,0.99,,,,
RDC02430,RDC,[68Ga]Ga-NOTA-SNA006a,,,,,,,,,,,,,,,,,,,,,,,,,,"68GaCl₃ eluted in 0.1 M HCl, mixed with sodium acetate and NOTA-SNA006a, incubated at room temperature for 10 min, purified via PD-10 column",,0.98,,,,
RDC02431,RDC,[89Zr]Zr-ZED88082A,,,,,,,,,,,,,,,,,,,,,,,,,,Radiolabeling of DFO-conjugated CED88004S with 89Zr-oxalate under GMP conditions.,,,,,,
RDC02432,RDC,[89 Zr]Zr-DFO-LEM2/15,,,,,,,,,,,,,,,,,,,,,,,,,,"Conjugation of DFO-NCS to LEM2/15 at pH 9.0, 37°C, 40 min. Radiolabeling with 89Zr in HEPES buffer, pH 7.0–7.5, 90 min at room temperature. Purification via PD-10 column.",>90%,>98%,78.5 ± 7.2 MBq/mg,,,
RDC02432,RDC,[89 Zr]Zr-DFO-LEM2/15,,,,,,,,,,,,,,,,,,,,,,,,,,"1.Conjugation of DFO-NCS to LEM2/15 at pH 9.0, 37°C, 40 min. Radiolabeling with 89Zr in HEPES buffer, pH 7.0–7.5, 90 min at room temperature. Purification via PD-10 column.2.Radiolabeling of DOTA-peptides with ⁶⁸Ga using fractionated elution from a ⁶⁸Ge/⁶⁸Ga generator. Reaction in HEPES buffer at 90°C for 5 min. Purification via C18 cartridge.",>85% ,>95%,9.675 ± 2.445 MBq/mmol,,,
RDC02433,RDC,[68Ga]Ga-DOTA-AF7p,,,,,,,,,,,,,,,,,,,,,,,,,,"1.Conjugation of DFO-NCS to LEM2/15 at pH 9.0, 37°C, 40 min. Radiolabeling with 89Zr in HEPES buffer, pH 7.0–7.5, 90 min at room temperature. Purification via PD-10 column.2.Radiolabeling of DOTA-peptides with ⁶⁸Ga using fractionated elution from a ⁶⁸Ge/⁶⁸Ga generator. Reaction in HEPES buffer at 90°C for 5 min. Purification via C18 cartridge.",30.1 ± 17.9%,>95%,8.4 ± 6.0 MBq/nmol,,,
RDC02436,RDC,[177 Lu]Lu-Gemini,,,,,,,,,,,,,,,,,,,,,,,,,,Gemini precursor reacted with 177LuCl₃ under standard radiolabeling conditions. Purification via reverse-phase HPLC.,,>99%,123 GBq/μmol,,,
RDC02436,RDC,[177Lu]Lu-DOTA-LEM2/15,,,,,,,,,,,,,,,,,,,,,,,,,,"Conjugation of chelator to antibody, followed by radiolabeling with 89Zr or 177Lu using PD-10 desalting column for purification.","89Zr: 65–75%

177Lu: 35–40%",≥95% for both,2.74 ± 0.67 GBq/μmol,,,
RDC02439,RDC,[64Cu]Cu-NOTA-Acd40,,,,,,,,,,,,,,,,,,,,,,,,,,aCD40-NOTA was incubated with [64Cu]CuCl2 in 0.1 M CH3CO2Na buffer (pH 5.5) for 1 hour at 40°C.,,>97%,0.74 MBq/μg,,,
RDC02440,RDC,[211At]NpG-GGN4c,,,,,,,,,,,,,,,,,,,,,,,,,,"Precursor 3 reacted with [211At]At- in acetonitrile with sodium ascorbate, followed by copper-catalyzed azide-alkyne cycloaddition (CuAAC) with azido-peptide N3-GGN4.",43.0 ± 3.4 %,,,,,
RDC02441,RDC,[177Lu]Lu-ABD,,,,,,,,,,,,,,,,,,,,,,,,,,"ABD and Gemini precursors chelated 177Lu efficiently. Reaction with [177Lu]LuCl3. For Gemini, after radiolabeling, remaining empty DOTA chelators are filled with non-radioactive Lu (""backfilling"").",,> 98%,111 MBq/mmol,,,
RDC02442,RDC,[64Cu]Cu-NOTA-IMB16,,,,,,,,,,,,,,,,,,,,,,,,,,"The monoclonal antibody IMB16 was first conjugated with the bifunctional chelators p-SCN-Bn-NOTA or p-SCN-Bn-DOTA via reaction with lysine residues. The conjugated antibodies were then radiolabeled with 64CuCl2 or 177LuCl3, respectively, in ammonium acetate buffer (pH 5.5) at 45°C for 60 minutes (64Cu) or 37°C for 60 minutes (177Lu).",,>95%,,,,
RDC02444,RDC,[177Lu]Lu-DOTA-PEG4-Tz-TCO-PEG3-anti-CD25 Ab,,,,,,,,,,,,,,,,,,,,,,,,,,"The method involved a two-step process: 1) High-temperature (90 °C) radiolabeling of DOTA-PEG4-tetrazine with 177Lu, and 2) Conjugation of the [177Lu]Lu-DOTA-PEG4-Tz to the TCO-functionalized anti-CD25 antibody via a rapid, room-temperature, bioorthogonal inverse electron-demand Diels-Alder (IEDDA) click chemistry reaction.",50.5 ± 7.6 %,>99%,707.9 ± 271.5 MBq/mg,,,
RDC02445,RDC,[89Zr]Zr-DFO-AC-10,,,,,,,,,,,,,,,,,,,,,,,,,,The monoclonal antibody AC-10 was conjugated with the chelator desferrioxamine B (DFO). The DFO-AC-10 conjugate was then radiolabeled with 89Zr in 1 M HEPES buffer at pH 6.8-7.0 for 60 minutes at room temperature.,0.8,>99%,148 MBq/mg,,,
RDC02446,RDC,[64Cu]Cu-NOTA-YY146,,,,,,,,,,,,,,,,,,,,,,,,,,The monoclonal antibody YY146 was conjugated with the bifunctional chelator p-SCN-Bn-NOTA. The conjugated antibody was then radiolabeled with 64CuCl2 in ammonium acetate buffer (pH 5.5) at 37°C for 1 hour.,,,,,,
RDC02449,RDC,[212Pb]Pb-TCMC-OI-3,,,,,,,,,,,,,,,,,,,,,,,,,,"The article mentions the ""preclinical evaluation of 212Pb-TCMC-OI-3"" and cites reference 53 (Baidoo, K. E., Milenic, D. E. & Brechbiel, M. W. Nucl. Med. Biol. 40, 592–599, 2013) for the methodology of labeling proteins and peptides with lead-212.",,,,,,
RDC02450,RDC,[64Cu]Cu-NOTA-ABDB6,,,,,,,,,,,,,,,,,,,,,,,,,,"ABDB6 was conjugated with p-SCN-Bn-NOTA and then labeled with 64Cu. The entire labeling process, including purification using size-exclusion column chromatography (PD-10 column), took 50 ± 10 minutes.",60% to 80%,>95%,0.9–1.2 GBq/mg,,,
RDC02451,RDC,[68Ga]Ga-CBP8,,,,,,,,,,,,,,,,,,,,,,,,,,"68GaCl3, eluted from a 68Ge/68Ga generator, was mixed with an aqueous solution of CBP8 (or CNBP) and sodium acetate buffer (pH 5.5). The mixture was heated to 95 °C for 15 min, cooled, and the pH was adjusted to 6.5-7 with sterile PBS and NaOH",,"≥ 99% (for 68Ga-CBP8), ≥ 97% (for 68Ga-CNBP)",,,,
RDC02452,RDC,[68Ga]Ga-NOTA-PFCM01,,,,,,,,,,,,,,,,,,,,,,,,,,PFCM01 was conjugated with NOTA and then radiolabeled with 68Ga. The labeled nanobodies were purified using PD-10 columns.,,>99%,448 ± 22.6 MBq/mg,,,
RDC02453,RDC,[64Cu]Cu-NOTA-TSHR-Ab,,,,,,,,,,,,,,,,,,,,,,,,,,The human antibody TSHR-Ab (K1-70) was conjugated with the bifunctional chelator NOTA-Bn-NCS under basic aqueous conditions at 37 °C for 60 min. The conjugate NOTA-TSHR-Ab was then radiolabeled with [64Cu]Cu2+ at 37 °C for an additional 60 min.,46.89 ± 3.74%,98.77 ± 0.89%,>212 GBq/μmol,,,
RDC02454,RDC,[89Zr]Zr-Df-YY146,,,,,,,,,,,,,,,,,,,,,,,,,,YY146 was conjugated to deferoxamine (Df) via an amine-isothiocyanate reaction. The conjugated antibody (Df-YY146) was then radiolabeled with 89Zr in HEPES buffer (pH=7.0) at 37 °C for 1 h.,~80%,>95%,~44 GBq/μmol,,,
