drug_id,external_id,drug_name,drug_synonyms,status,Type,main_pubmed,main_doi,smiles,structure_image,chebi_id,pubchem_cid,pubchem_sid,MOA,notes,created_at,updated_at,,,,,,,,,,,,,,
RDC02761,,[212Pb]Pb-NG001,212Pb-NG001,Phase 1,Treatment,,10.3390/ijms22094815,,,,,,"[212Pb]Pb-NG001 is a radioligand therapy comprising Lead-212  to a PSMA-targeting small-molecule ligand, utilizing alpha particles from its decay chain for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02762,,[177Lu]Lu-DOTA-Proteus-GD2-SADA,Proteus-GD2-SADA,Phase I/II,Treatment,,,,,,,,"[177Lu]Lu-DOTA-Proteus-GD2-SADA is a radioligand therapy based on SADA pre-targeting technology, where Lutetium-177 is conjugated to bind specifically to self-assembled antibody complexes anchored at the GD2 target, utilizing beta particles for the treatment of neuroblastoma and other GD2-positive solid tumors.",,,,,,,,,,,,,,,,,
RDC02763,,[89Zr]Zr-DFO-naxitamab,[89Zr]Zr-DFO-Hu3F8,Preclinical ,Diagnosis,,10.1200/JCO.2023.41.16_suppl.TPS3162,,,,,,"[89Zr]Zr-DFO-naxitamab is a radiotracer comprising Zirconium-89 conjugated  to the humanized monoclonal antibody Naxitamab targeting the GD2 antigen, utilizing positron emission for the PET diagnostic imaging of neuroblastoma and other GD2-positive solid tumors.",,,,,,,,,,,,,,,,,
RDC02764,,CTT1057,,Phase 3,Treatment,,,,,,,,"CTT1057 is a radiotracer comprising Fluorine-18 conjugated via a high-affinity phosphoramidate-based scaffold to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging and staging of prostate cancer.",,,,,,,,,,,,,,,,,
RDC02765,,CTT1403,,Phase 1,Diagnosis,,,,,,,,"CTT1403 is a radiotracer comprising Fluorine-18 conjugated via a high-affinity phosphoramidate-based scaffold to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging and staging of prostate cancer.",,,,,,,,,,,,,,,,,
RDC02766,,CTT2274,,Preclinical ,Diagnosis,,,,,,,,"CTT2274 is a radiotracer comprising Fluorine-18 conjugated via a high-affinity phosphoramidate-based scaffold to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging and staging of prostate cancer.",,,,,,,,,,,,,,,,,
RDC02767,,[64Cu]Cu-SAR-bisFAP,64Cu-SAR-bisFAP,Preclinical,Treatment and Diagnosis,,,,,,,,"[64Cu]Cu-SAR-bisFAP is a radiotracer comprising Copper-64 conjugated to a bisFAP-targeting bivalent small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of various FAP-positive solid tumors.",,,,,,,,,,,,,,,,,
RDC02768,,[212Pb]Pb-RMX-PSMA,212Pb-RMX-PSMA,Preclinical,Treatment and Diagnosis,,,,,,,,"[212Pb]Pb-RMX-PSMA is a radioligand therapy comprising Lead-212  to a PSMA-targeting small-molecule ligand, utilizing alpha particles from its decay chain for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02769,,[212Pb]Pb-RMV-GPC3-VH,212Pb-RMV-GPC3-VH,Preclinical,Treatment,,,,,,,,"[212Pb]Pb-RMV-GPC3-VH is a radioligand therapy comprising Lead-212 to a GPC3-targeting single-domain antibody fragment (VH), utilizing alpha particles from its decay chain for the diagnosis and treatment of GPC3-positive hepatocellular carcinoma (HCC) and other related solid tumors.",,,,,,,,,,,,,,,,,
RDC02770,,[212Pb]Pb-MP0712,212Pb-MP0712,Phase 1,Treatment,,10.1158/1538-7445.AM2025-346,,,,,,"[212Pb]Pb-MP0712 is a radioligand therapy comprising Lead-212 to a PSMA-targeting small-molecule ligand, utilizing alpha particles from its decay chain for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02771,,[212Pb]Pb-MP0726,212Pb-MP0726,Preclinical,Treatment,,,,,,,,"[212Pb]Pb-MP0726 is a radioligand therapy comprising Lead-212to a FAP-targeting small-molecule ligand, utilizing alpha particles from its decay chain for the diagnosis and treatment of various FAP-positive solid tumors (such as pancreatic cancer and sarcomas).",,,,,,,,,,,,,,,,,
RDC02772,,[225Ac]Ac-AKY-1189,225Ac-AKY-1189,Phase 1,Treatment,,,,,,,,"[225Ac]Ac-AKY-1189 is a radioligand therapy comprising Actinium-225  to a PSMA-targeting small-molecule ligand, utilizing high-energy alpha particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02773,,[225Ac]Ac-AKY-2519,225Ac-AKY-2519,Preclinical,Treatment,,,,,,,,"[225Ac]Ac-AKY-2519 is a radioligand therapy comprising Actinium-225 to a FAP-targeting small-molecule ligand, utilizing high-energy alpha particles for the diagnosis and treatment of various FAP-positive solid tumors (such as pancreatic cancer, gastric cancer, and sarcomas).",,,,,,,,,,,,,,,,,
RDC02774,,[177Lu]Lu-FAP-2286,177Lu-FAP-2286,Phase II,Treatment,,,,,,,,"[177Lu]Lu-FAP-2286 is a radioligand therapy comprising Lutetium-177 to a FAP-targeting peptide ligand, utilizing beta particles for the diagnosis and treatment of various FAP-positive solid tumors (such as pancreatic cancer, breast cancer, and sarcomas).",,,,,,,,,,,,,,,,,
RDC02775,,[177Lu]Lu-FO-004,177Lu-FO-004,Phase 1,Treatment,,,,,,,,"[177Lu]Lu-FO-004 is a radioligand therapy comprising Lutetium-177  to a monoclonal antibody or fragment targeting clear cell renal cell carcinoma (ccRCC) associated antigens (such as CAIX), utilizing beta particles for the treatment of metastatic ccRCC.",,,,,,,,,,,,,,,,,
RDC02776,,[68Ga]Ga-RXM-5201,68Ga-RXM-5201,Preclinical,Diagnosis,,,,,,,,"[68Ga]Ga-RXM-5201 is a radiotracer comprising Gallium-68 to a high-affinity PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastatic lesions.",,,,,,,,,,,,,,,,,
RDC02777,,[99mTc]Tc-3BP-4961,99mTc-3BP-4961,Preclinical,Diagnosis,,,,,,,,"[99mTc]Tc-3BP-4961 is a radiotracer comprising Technetium-99m to an NTR1-targeting small-molecule ligand, utilizing single-photon emission for the SPECT diagnostic imaging of pancreatic ductal adenocarcinoma (PDAC), Ewing sarcoma, and other NTR1-positive tumors.",,,,,,,,,,,,,,,,,
RDC02778,,[225Ac]Ac-3BP-227,225Ac-3BP-227,Phase 1,Treatment,,,,,,,,"[225Ac]Ac-3BP-227 is a radioligand therapy comprising Actinium-225  to an NTR1-targeting small-molecule antagonist (such as IPN01087), utilizing high-energy alpha particles for the diagnosis and treatment of pancreatic ductal adenocarcinoma (PDAC), Ewing sarcoma, and other NTR1-positive solid tumors.",,,,,,,,,,,,,,,,,
RDC02779,,[111In]In-3BP-227,111In-3BP-227,Phase 1,Diagnosis,,,,,,,,"[111In]In-3BP-227 is a radiotracer comprising Indium-111 to an NTR1-targeting small-molecule antagonist, utilizing single-photon emission for the SPECT diagnostic imaging of pancreatic ductal adenocarcinoma (PDAC), Ewing sarcoma, and other NTR1-positive solid tumors.",,,,,,,,,,,,,,,,,
RDC02780,,[177Lu]Lu-3BP-227,"177Lu-3BP-227，IPN01087, PI-2059",Phase 1,,,10.2967/jnumed.116.185140,,,,,,"[177Lu]Lu-3BP-227 is a radioligand therapy comprising Lutetium-177 to an NTR1-targeting small-molecule antagonist (such as IPN01087), utilizing beta particles for the diagnosis and treatment of pancreatic ductal adenocarcinoma (PDAC), Ewing sarcoma, and other NTR1-positive solid tumors.",,,,,,,,,,,,,,,,,
RDC02781,,[177Lu]Lu-3BP-3775,177Lu-3BP-3775,Phase 1,Treatment,,,,,,,,"[177Lu]Lu-3BP-3775 is a radioligand therapy comprising Lutetium-177 to a CCK2R-targeting small-molecule antagonist, utilizing beta particles for the diagnosis and treatment of medullary thyroid carcinoma (MTC) and other CCK2R-positive tumors.",,,,,,,,,,,,,,,,,
RDC02782,,[68Ga]Ga-3BP-3775,68Ga-3BP-3775,Phase 1,Diagnosis,,,,,,,,"[68Ga]Ga-3BP-3775 is a radiotracer comprising Gallium-68 to a CCK2R-targeting small-molecule antagonist, utilizing positron emission for the PET diagnostic imaging of medullary thyroid carcinoma (MTC) and other CCK2R-positive tumors.",,,,,,,,,,,,,,,,,
RDC02783,,[177Lu]Lu-DPI-4452,"[177Lu]Lu-Debio 0228, ITM-91",Phase 1,Treatment,,,,,,,,"[177Lu]Lu-DPI-4452 is a radioligand therapy comprising Lutetium-177to a high-affinity CAIX-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of clear cell renal cell carcinoma (ccRCC) and other CAIX-positive hypoxic tumors.",,,,,,,,,,,,,,,,,
RDC02784,,[68Ga]Ga-DPI-4452,"[68Ga]Ga-Debio 0228, ITM-94D",Phase 1,Diagnosis,,,,,,,,"[68Ga]Ga-DPI-4452 is a radiotracer comprising Gallium-68 to a high-affinity CAIX-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of clear cell renal cell carcinoma (ccRCC) and other CAIX-positive hypoxic tumors.",,,,,,,,,,,,,,,,,
RDC02785,,[177Lu]Lu-3BP,177Lu-3BP,Preclinical,Treatment,,10.1016/j.isci.2023.108541,,,,,,"This compound is conjugated  to an NTR1-targeting small-molecule antagonist. It utilizes beta particles to induce DNA double-strand breaks in cancer cells, specifically for the treatment of pancreatic ductal adenocarcinoma (PDAC), Ewing sarcoma, and other NTR1-positive solid tumors.",,,,,,,,,,,,,,,,,
RDC02786,,[68Ga]Ga-3BP,68Ga-3BP,Preclinical,Diagnosis,,10.1016/j.isci.2023.108541,,,,,,[68Ga]Ga-3BP generally refers to a series of Gallium-68 based PET diagnostic radiotracers developed by 3B Pharmaceuticals.,,,,,,,,,,,,,,,,,
RDC02787,,[177Lu]Lu-NNS309,[177Lu]Lu-FXX489,Phase 1,Treatment,,10.1158/1538-7445.am2025-ct112,,,,,,"[177Lu]Lu-NNS309 is a radioligand therapy comprising Lutetium-177 conjugated  to a FAP-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of various FAP-positive solid tumors (such as pancreatic, lung, and breast cancers).",,,,,,,,,,,,,,,,,
RDC02788,,[68Ga]Ga-NNS309,[68Ga]Ga-NNS309,Phase 1,Diagnosis,,,,,,,,"[68Ga]Ga-NNS309 is a radiotracer comprising Gallium-68 to a FAP-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of various FAP-positive solid tumors (such as pancreatic, lung, and breast cancers).",,,,,,,,,,,,,,,,,
RDC02789,,[225Ac]Ac-PD-32766,225Ac-PD-32766,Preclinical,Treatment,,,,,,,,"[225Ac]Ac-PD-32766 is a radioligand therapy comprising Actinium-225 conjugated  to a CAIX/CA9-targeting macrocyclic peptide ligand, utilizing high-energy alpha particles for the diagnosis and treatment of clear cell renal cell carcinoma (ccRCC), colorectal cancer, and other CAIX-positive tumors.",,,,,,,,,,,,,,,,,
RDC02790,,[64Cu]Cu-PD-32766,64Cu-PD-32766,Preclinical,Diagnosis,,10.1200/JCO.2025.43.5_suppl.TPS605,,,,,,"[64Cu]Cu-PD-32766 is a radiotracer comprising Copper-64 conjugated  to a CAIX/CA9-targeting macrocyclic peptide ligand, utilizing positron emission for the PET diagnostic imaging of clear cell renal cell carcinoma (ccRCC) and other CAIX-positive hypoxic tumors.",,,,,,,,,,,,,,,,,
RDC02791,,[225Ac]Ac-PD-29875,225Ac-PD-29875,Preclinical,Treatment,,,,,,,,"[225Ac]Ac-PD-29875 is a radioligand therapy comprising Actinium-225 conjugated to a PSMA-targeting macrocyclic peptide ligand, utilizing high-energy alpha particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02792,,[64Cu]Cu-PD-29875,64Cu-PD-29875,Preclinical,Diagnosis,,,,,,,,"[64Cu]Cu-PD-29875 is a radiotracer comprising Copper-64 conjugated to a PSMA-targeting macrocyclic peptide ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastatic lesions.",,,,,,,,,,,,,,,,,
RDC02793,,[68Ga]Ga-NY108,68Ga-NY108,Phase II,Diagnosis,,,,,,,,"[68Ga]Ga-NY108 is a radiotracer comprising Gallium-68 conjugated to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastatic lesions.",,,,,,,,,,,,,,,,,
RDC02794,,[177Lu]Lu-NY108,177Lu-NY108,Phase II,Treatment,,,,,,,,"[177Lu]Lu-NY108 is a radioligand therapy comprising Lutetium-177 conjugated to a PSMA-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02795,,[212Pb]Pb-NY108,212Pb-NY108,Preclinical,Treatment,,,,,,,,"[212Pb]Pb-NY108 is a radioligand therapy comprising Lead-212 conjugated  to a PSMA-targeting small-molecule ligand, utilizing high-energy alpha particles (from its decay chain) for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02796,,[225Ac]Ac-NY108,225Ac-NY108,Preclinical,Treatment,,,,,,,,"[225Ac]Ac-NY108 is a radioligand therapy comprising Actinium-225 conjugated to a PSMA-targeting small-molecule ligand, utilizing high-energy alpha particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02797,,[68Ga]Ga-NY104,68Ga-NY104,Phase Ⅲ,Diagnosis,,,,,,,,"[68Ga]Ga-NY104 is a radiotracer comprising Gallium-68 conjugated  to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastatic lesions.",,,,,,,,,,,,,,,,,
RDC02798,,[18F]F-NY104,18F-NY104,Preclinical,Diagnosis,,,,,,,,"[18F]F-NY104 is a radiotracer comprising Fluorine-18 conjugated via covalent bonding (typically using a fluorinated building block) to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastatic lesions.",,,,,,,,,,,,,,,,,
RDC02799,,[177Lu]Lu-NY104,177Lu-NY104; Lutetium-177 NY-104,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-NY104 is a radioligand therapy comprising Lutetium-177 conjugated to a PSMA-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02800,,[225Ac]Ac-NY104,225Ac-NY104,Preclinical,Treatment,,,,,,,,"[225Ac]Ac-NY104 is a radioligand therapy comprising Actinium-225 conjugated to a PSMA-targeting small-molecule ligand, utilizing high-energy alpha particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02802,,[18F]F-NY118,18F-NY118,Phase 1,Diagnosis,,,,,,,,"[18F]F-NY118 is a radiotracer comprising Fluorine-18 conjugated via covalent bonding to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastatic lesions.",,,,,,,,,,,,,,,,,
RDC02803,,[225Ac]Ac-NY118,225Ac-NY118,Preclinical,Treatment,,,,,,,,"[225Ac]Ac-NY118 is a radioligand therapy comprising Actinium-225 conjugated to a PSMA-targeting small-molecule ligand, utilizing high-energy alpha particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02804,,[68Ga]Ga-NY122,68Ga-NY122,Preclinical,Diagnosis,,,,,,,,"[68Ga]Ga-NY122 is a radiotracer comprising Gallium-68 conjugated to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastatic lesions.",,,,,,,,,,,,,,,,,
RDC02805,,[177Lu]Lu-NY122,177Lu-NY122,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-NY122 is a radioligand therapy comprising Lutetium-177 conjugated to a PSMA-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02806,,[68Ga]Ga-NY124,68Ga-NY124,Preclinical,Diagnosis,,,,,,,,"[68Ga]Ga-NY124 is a radiotracer comprising Gallium-68 conjugated to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastatic lesions.",,,,,,,,,,,,,,,,,
RDC02807,,[177Lu]Lu-NY124,177Lu-NY124,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-NY124 is a radioligand therapy comprising Lutetium-177 conjugated  to a PSMA-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02808,,[68Ga]Ga-NY125,68Ga-NY125,Preclinical,Diagnosis,,,,,,,,"[68Ga]Ga-NY125 is a radiotracer comprising Gallium-68 conjugated to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastatic lesions.",,,,,,,,,,,,,,,,,
RDC02809,,[177Lu]Lu-NY125,177Lu-NY125,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-NY125 is a radioligand therapy comprising Lutetium-177 conjugated  to a PSMA-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02811,,[68Ga]Ga-NY126,68Ga-NY126,Phase 1,Diagnosis,,,,,,,,"[68Ga]Ga-NY126 is a radiotracer comprising Gallium-68 conjugated  to a PSMA-targeting small-molecule ligand, utilizing positron emission for the PET diagnostic imaging of prostate cancer and its metastatic lesions.",,,,,,,,,,,,,,,,,
RDC02812,,[177Lu]Lu-NY126,177Lu-NY126,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-NY126 is a radioligand therapy comprising Lutetium-177 conjugated to a PSMA-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02813,,[177Lu]Lu-NY127,177Lu-NY127,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-NY127 is a radioligand therapy comprising Lutetium-177 conjugated to a PSMA-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02814,,[177Lu]Lu-XTR003,177Lu-XTR003,Preclinical,Diagnosis,,,,,,,,"[177Lu]Lu-XTR003 is a PET diagnostic agent employing ¹⁷⁷Lu as the radionuclide, targeting the myocardial fatty acid metabolism pathway, and indicated for viable myocardium assessment in ischemic cardiomyopathy",,,,,,,,,,,,,,,,,
RDC02815,,[177Lu]Lu-XTR004,177Lu-XTR004,Preclinical,Diagnosis,,,,,,,,"[177Lu]Lu‑XTR004 is a radiopharmaceutical using lutetium‑177 as the radionuclide, targeting myocardial mitochondrial‑related targets via its chelator moiety, indicated for myocardial ischemia detection and functioning as a diagnostic agent.",,,,,,,,,,,,,,,,,
RDC02816,,[18F]F-XTR006,18F-XTR006,Preclinical,Diagnosis,,,,,,,,"[177Lu]Lu-XTR006 is a radiopharmaceutical that uses ¹⁷⁷Lu as the radionuclide,  targeting brain Tau protein (neurofibrillary tangles), and is indicated for PET imaging diagnosis of Alzheimer's disease and mild cognitive impairment.",,,,,,,,,,,,,,,,,
RDC02817,,[225Ac]Ac-XTR008,225Ac-XTR008,NDA,Treatment,,,,,,,,"[225Ac]Ac-XTR008 is a radiopharmaceutical using actinium-225 as the radionuclide,  targeting somatostatin receptors (SSTR), and indicated for targeted radionuclide therapy of gastroenteropancreatic neuroendocrine tumors (GEP-NETs)",,,,,,,,,,,,,,,,,
RDC02818,,[177Lu]Lu-XTR010,177Lu-XTR010，[177Lu]Lu-XT-033,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-XTR010 is a radiopharmaceutical utilizing ¹⁷⁷Lu as the radionuclide, targeting prostate-specific membrane antigen (PSMA), and indicated for targeted radionuclide therapy of metastatic castration-resistant prostate cancer (mCRPC)",,,,,,,,,,,,,,,,,
RDC02819,,[225Ac]Ac-XTR012,225Ac-XTR012,NDA,Treatment,,,,,,,,"[225Ac]Ac-XTR012 is a radiopharmaceutical using actinium-225 as the radionuclide, targeting the bone metastatic lesion microenvironment (osteoblasts/osteoclasts), and indicated for targeted alpha radionuclide therapy of bone metastases in metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02820,,[177Lu]Lu-XTR015,177Lu-XTR015,Preclinical,Diagnosis,,,,,,,,"[177Lu]Lu-XTR015 is a radiopharmaceutical using lutetium-177 as the radionuclide, targeting somatostatin receptors (SSTR), and indicated for targeted radionuclide therapy of gastroenteropancreatic neuroendocrine tumors (GEP-NETs)先通医药",,,,,,,,,,,,,,,,,
RDC02821,,[225Ac]Ac-XTR016,225Ac-XTR016,Preclinical,Diagnosis,,,,,,,,"[225Ac]Ac-XTR016 is a radiopharmaceutical using actinium-225 as the radionuclide ,targeting prostate-specific membrane antigen (PSMA), indicated for targeted alpha radionuclide therapy of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02822,,[177Lu]Lu-XTR017,177Lu-XTR017,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-XTR017 is a radiopharmaceutical using lutetium-177 as the radionuclide,targeting integrin αvβ3, indicated for targeted beta radionuclide therapy of advanced solid tumors先通医药",,,,,,,,,,,,,,,,,
RDC02823,,[177Lu]Lu-XTR020,177Lu-XTR020,Preclinical,Diagnosis,,,,,,,,"[177Lu]Lu-XTR020 is a radiopharmaceutical using lutetium-177 as the radionuclide , targeting prostate-specific membrane antigen (PSMA), indicated for targeted beta radionuclide therapy of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02824,,[68Ga]Ga-XTR021,68Ga-XTR021,Preclinical,Treatment,,,,,,,,"[68Ga]Ga-XTR021 is a radiopharmaceutical using gallium-68 as the radionuclide , targeting prostate-specific membrane antigen (PSMA), indicated for targeted PET/CT diagnosis of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
RDC02825,,[177Lu]Lu-XTR022,177Lu-XTR022,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-XTR022 is a radiopharmaceutical using lutetium-177 as the radionuclide , targeting fibroblast activation protein (FAP), indicated for targeted radionuclide therapy of solid tumors.",,,,,,,,,,,,,,,,,
RDC02826,,[177Lu]Lu-XTR024,177Lu-XTR024,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-XTR024 is a radiopharmaceutical using lutetium-177 as the radionuclide , targeting C-X-C chemokine receptor type 4 (CXCR4), indicated for targeted beta radionuclide therapy of hematological malignancies.",,,,,,,,,,,,,,,,,
RDC02827,,[68Ga]Ga-XTR025,68Ga-XTR025,Preclinical,Treatment,,,,,,,,"[68Ga]Ga-XTR025 is a radiopharmaceutical using gallium-68 as the radionuclide, targeting CXCR4, indicated for targeted PET/CT diagnosis of hematological malignancies.",,,,,,,,,,,,,,,,,
RDC02828,,[68Ga]Ga-SNA014,68Ga-SNA014,Preclinical,Diagnosis,,10.2967/jnumed.125.271704,,,,,,"[68Ga]Ga-SNA014 is a radiotracer comprising Gallium-68 conjugated  to a Claudin 18.2 (CLDN18.2)-targeting single-domain antibody, utilizing positron emission for the PET diagnostic imaging of solid tumors such as gastric and pancreatic cancers.",,,,,,,,,,,,,,,,,
RDC02829,,[177Lu]Lu-SNA040,177Lu-SNA040,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-SNA040 is a radioligand therapy comprising Lutetium-177 conjugatedr to a Claudin 18.2 (CLDN18.2)-targeting single-domain antibody, utilizing beta particles for the treatment of solid tumors such as gastric, gastroesophageal junction, and pancreatic cancers.",,,,,,,,,,,,,,,,,
RDC02830,,[225Ac]Ac-SNA040,225Ac-SNA040,Preclinical,Treatment,,,,,,,,"[225Ac]Ac-SNA040 is a radioligand therapy comprising Actinium-225 conjugated  to a Claudin 18.2 (CLDN18.2)-targeting single-domain antibody, utilizing high-energy alpha particles for the treatment of solid tumors such as gastric, gastroesophageal junction, and pancreatic cancers.",,,,,,,,,,,,,,,,,
RDC02831,,[68Ga]Ga-SNA009,68Ga-SNA009,Preclinical,Diagnosis,,,,,,,,"[68Ga]Ga-SNA009 is a radiotracer comprising Gallium-68 conjugated to a HER2-targeting single-domain antibody (nanobody), utilizing positron emission for the PET diagnostic imaging of HER2-positive tumors such as breast and gastric cancers.",,,,,,,,,,,,,,,,,
RDC02832,,[177Lu]Lu-SNA028,177Lu-SNA028,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-SNA028 is a radioligand therapy comprising Lutetium-177 conjugated to a HER2-targeting single-domain antibody (nanobody), utilizing beta particles for the treatment of HER2-positive solid tumors such as breast and gastric cancers.",,,,,,,,,,,,,,,,,
RDC02833,,[225Ac]Ac-SNA028,225Ac-SNA028,Preclinical,Treatment,,,,,,,,"[225Ac]Ac-SNA028 is a radioligand therapy comprising Actinium-225 conjugated  to a HER2-targeting single-domain antibody (nanobody), utilizing high-energy alpha particles for the treatment of HER2-positive solid tumors such as breast and gastric cancers.",,,,,,,,,,,,,,,,,
RDC02834,,[177Lu]Lu-SNA025,177Lu-SNA025,Preclinical,Treatment,,,,,,,,"[177Lu]Lu-SNA025 is a radioligand therapy comprising Lutetium-177 conjugated to a HER2-targeting single-domain antibody (nanobody), utilizing beta particles for the treatment of HER2-positive solid tumors such as breast, gastric, and non-small cell lung cancers.",,,,,,,,,,,,,,,,,
RDC02835,,[225Ac]Ac-SNA025,225Ac-SNA025,Preclinical,Treatment,,,,,,,,"[225Ac]Ac-SNA025 is a radioligand therapy comprising Actinium-225 conjugated  to a HER2-targeting single-domain antibody (nanobody), utilizing high-energy alpha particles for the treatment of HER2-positive solid tumors such as breast, gastric, and non-small cell lung cancers.",,,,,,,,,,,,,,,,,
RDC02836,,[68Ga]Ga-NOTA-SNA002,[68Ga]Ga-SNA002,Phase 1,Diagnosis,,,,,,,,"[68Ga]Ga-NOTA-SNA002 is a radiotracer comprising Gallium-68 conjugated  to a PD-L1-targeting single-domain antibody, utilizing positron emission for the PET diagnostic imaging of PD-L1 expression in various solid tumors (e.g., lung and gastric cancers).",,,,,,,,,,,,,,,,,
RDC02837,,[68Ga]Ga-SNA018,68Ga-SNA018,License-in,Diagnosis,,,,,,,,"[68Ga]Ga-SNA018 is a radiotracer comprising Gallium-68 conjugated  to a Fibroblast Activation Protein (FAP)-targeting small-molecule inhibitor (or ligand), utilizing positron emission for the PET diagnostic imaging of the stroma in various solid tumors and fibrotic diseases.",,,,,,,,,,,,,,,,,
RDC02838,,[99mTc]Tc-SNA018,99mTc-SNA018,License-in,Diagnosis,,,,,,,,"[99mTc]Tc-SNA018 is a radiotracer comprising Technetium-99m conjugated  to a Fibroblast Activation Protein (FAP)-targeting small-molecule inhibitor, utilizing single-photon emission for the SPECT diagnostic imaging of the stroma in various solid tumors and fibrotic diseases.",,,,,,,,,,,,,,,,,
RDC02839,,[177Lu]Lu-JH020002,177Lu-JH020002,Phase II,Treatment,,10.1200/JCO.2025.43.16_suppl.5055,,,,,,"[177Lu]Lu-JH020002 is a radioligand therapy comprising Lutetium-177 conjugated to a PSMA-targeting small-molecule ligand, utilizing beta particles for the diagnosis and treatment of metastatic castration-resistant prostate cancer (mCRPC).",,,,,,,,,,,,,,,,,
